,timestamp,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8,label
502,4.91696,26,3D,5E,30,2,97,92,58,0
503,4.92770,29,3D,5E,30,2,97,94,64,0
504,4.93847,29,3D,61,30,2,97,94,73,0
505,4.94750,2A,3E,61,30,2,97,97,4B,0
506,4.95698,27,3E,63,30,2,99,97,5B,0
507,4.96770,27,3E,63,30,2,99,96,6D,0
508,4.96820,27,3E,63,30,2,99,96,6D,1
509,4.96870,27,3E,63,30,2,99,96,6D,1
510,4.98847,28,3E,66,30,2,99,96,7A,0
511,4.99898,29,40,65,30,2,99,95,47,0
512,5.00852,29,40,67,30,2,99,95,56,0
513,5.01912,29,40,67,30,2,99,95,67,0
514,5.02845,2D,45,67,30,2,99,94,70,0
515,5.03903,2D,45,66,30,2,99,94,4E,0
516,5.05004,2D,45,67,30,2,9B,94,5C,0
517,5.05906,30,49,67,30,2,9B,92,69,0
518,5.06848,32,49,68,30,2,9B,92,77,0
519,5.07891,32,49,68,30,2,9B,92,44,0
520,5.08849,32,49,68,30,2,9B,92,55,0
