timestamp,Physic_1,Physic_2,Physic_3,Physical_4
9.79,28,85,87,11440
10.05,28,85,87,11440
10.09,28,85,86,11441
10.09,28,85,86,11697
10.37,29,85,87,11697
9.4,29,85,87,11697
11.66,29,87,87,11689
8.53,31,87,87,11689
9.74,31,87,87,11684
10.07,31,87,87,11684
10.02,32,87,86,11677
10.09,33,87,86,11677
9.82,33,87,86,11677
9.98,33,87,86,11677
10.08,33,86,86,11676
10.06,33,86,86,12189
9.91,33,87,87,12191
9.91,33,87,87,12191
10.1,33,87,87,12191
10.09,33,87,87,12189
9.8,33,87,87,12188
10.11,33,87,87,12188
10.02,33,87,87,12188
10.05,33,87,87,12186
9.77,33,86,86,12185
10.01,33,86,86,12185
10.08,33,86,86,12185
10.05,33,86,86,12440
9.81,33,87,87,12442
9.99,33,87,87,12443
10.11,33,87,87,12442
10.08,33,87,87,12440
10.27,33,86,87,12439
9.48,33,86,87,12439
10.14,33,86,87,12439
10.06,33,87,87,12440
10.29,33,86,86,12439
9.49,33,86,86,12439
10.1,33,86,86,12439
10.1,33,86,86,12694
9.85,33,86,86,12693
9.94,33,86,86,12694
10.08,33,86,86,12694
10.09,33,86,86,12697
10.22,33,86,86,12697
9.56,33,86,86,12696
10.08,33,86,86,12696
10.09,33,86,86,12694
9.88,33,86,86,12693
9.94,33,86,86,12693
10.08,33,86,86,12694
10.09,33,86,86,12690
9.91,36,86,86,12689
9.86,36,86,86,12690
10.09,36,86,86,12690
10.11,36,86,86,12946
9.85,35,87,87,12948
9.91,35,86,87,12947
10.09,36,87,87,12948
10.14,35,87,87,12953
10.22,32,87,87,12953
9.55,32,86,87,12953
10.07,32,86,87,12953
10.14,32,87,87,12951
10.26,32,86,80,12950
9.47,32,90,80,12971
10.05,32,90,52,12971
10.15,33,90,52,12969
10.24,35,90,12,12969
9.54,35,90,12,12971
10.01,32,80,12,12932
10.09,31,78,12,12938
9.93,29,77,12,12935
9.9,27,76,12,12952
10.04,22,74,12,12948
10.16,23,73,12,12937
9.85,25,71,12,12933
9.98,24,69,12,12944
9.98,21,68,12,12940
10.19,21,66,12,12677
9.84,22,64,12,12674
9.99,20,63,12,12683
9.96,18,62,12,12680
10.17,17,60,12,12687
9.82,16,59,12,12657
9.98,34,57,12,12661
10.03,33,55,12,12656
10.89,33,54,12,12149
9.06,30,53,12,12144
10.03,30,51,12,12144
9.96,30,50,12,12140
10.2,30,48,13,11632
9.8,28,47,13,11628
9.97,29,46,13,11626
10.01,28,45,15,11627
10.1,28,44,15,11113
9.91,28,43,15,11114
9.97,27,42,15,11112
10,26,41,16,11115
10.09,25,40,16,10345
9.96,24,39,16,10343
9.91,24,38,16,10340
9.98,24,37,16,10337
10.11,24,35,17,9313
9.93,23,34,17,9311
10.03,23,33,17,9311
9.99,23,32,18,9308
9.99,23,30,18,9305
10.05,23,30,18,9305
9.87,23,29,18,9303
10.06,23,28,19,9301
10.02,23,29,19,9046
9.9,23,29,19,9046
9.98,23,29,20,9046
10.07,23,30,20,9047
10.14,23,31,20,9048
10.26,23,30,20,9048
9.89,23,31,20,9049
9.68,23,31,21,9049
10.01,23,31,21,8793
9.9,23,31,21,8793
9.97,23,31,21,8793
10.1,23,31,21,8793
10.06,23,31,21,8793
10.66,23,31,21,8793
9.15,23,30,21,8792
10.08,23,30,21,8791
10.05,22,31,22,8793
9.87,22,31,22,8792
10.02,22,30,22,8792
10,23,30,22,8791
10.16,23,30,22,8791
9.72,23,29,22,8790
10,23,29,22,8789
10.05,23,28,22,8788
10.33,23,28,22,8787
9.57,23,27,21,8786
10.01,22,26,21,8785
10.39,22,26,22,8785
9.77,22,26,21,8784
9.83,22,26,22,8785
10.02,23,26,22,8785
10.09,23,25,22,8785
10.1,21,25,22,8786
9.75,21,25,21,8787
10.03,20,25,22,8789
10.28,20,24,22,8788
9.86,20,24,22,8788
9.78,19,24,22,8786
10.06,21,24,22,8785
10.2,21,24,22,8787
10,20,24,22,8788
9.71,20,24,22,8789
10.02,20,24,22,8789
10.11,19,25,22,8794
10.02,18,25,22,8794
9.83,18,25,22,8794
10,18,24,22,8794
10.09,18,24,22,8795
10.07,17,24,22,8796
10.46,17,24,22,8797
9.36,17,24,22,8797
10.06,17,24,22,8797
9.97,17,24,22,8541
9.92,17,24,22,8541
9.98,16,24,23,8543
10.11,17,24,23,8544
9.98,16,24,23,8543
9.93,16,24,23,8544
9.94,16,24,23,8544
10.1,16,24,23,8545
10.12,16,24,23,8543
9.78,17,24,23,8544
9.98,17,24,23,8544
10.08,17,24,23,8547
10.08,16,24,23,8547
9.91,16,24,23,8547
9.89,16,25,24,8552
10.08,16,25,24,8552
10.11,16,25,24,8553
9.83,15,25,24,8558
9.95,14,25,24,8558
10.07,14,25,24,8557
10.09,15,26,24,8558
9.88,15,26,24,8559
9.91,14,26,24,8561
10.19,14,26,25,8564
10.01,14,26,25,8563
9.84,14,27,25,8567
9.98,15,26,25,8564
10.02,15,26,25,8566
10.12,14,26,25,8569
9.92,14,26,25,8569
9.88,14,26,25,8568
10.03,14,26,25,8568
10.14,14,26,25,8569
9.83,14,26,25,8568
10,13,25,24,8571
10.04,13,25,24,8570
10.08,13,25,24,8570
9.86,13,26,25,8574
10.02,13,26,25,8575
9.94,13,26,24,8572
10.18,13,26,24,8062
9.83,14,25,24,8061
10.08,14,25,24,8061
9.89,14,26,25,8062
10.16,14,26,25,8063
9.85,14,26,25,8063
10.12,14,25,24,8062
9.9,13,25,24,8063
10.11,13,25,24,8062
9.91,13,25,24,8061
10.02,13,25,24,8061
10,13,25,24,8059
10.04,13,25,24,8059
9.74,13,26,28,8067
10.01,13,26,28,8072
10.05,13,27,28,8079
10.23,13,28,28,8091
9.74,13,28,32,8105
10.04,13,28,32,8105
9.97,13,28,32,8105
10.24,13,28,32,8105
9.82,13,28,43,8105
9.96,13,28,43,8105
9.92,13,28,52,8105
10.62,13,28,52,8105
9.46,13,28,57,8105
10.05,13,28,57,8105
9.85,13,28,60,8105
10.14,15,31,60,8104
9.96,15,31,61,8103
9.99,15,31,61,8103
9.87,17,34,61,8103
10.14,16,34,61,8103
9.85,16,34,61,8122
9.94,10,37,61,8121
10.14,10,37,60,8121
9.86,10,37,60,8121
10.03,11,39,61,8125
9.97,9,39,61,8125
10.09,9,39,62,8125
9.9,9,37,62,8637
10.03,9,37,63,8637
9.96,9,37,63,8637
10.05,9,38,62,8637
10.02,9,38,62,8637
9.96,9,38,62,8637
10.04,9,37,62,8637
9.86,9,37,62,8637
10.12,9,37,62,8637
10,9,39,62,8637
9.76,9,39,62,8637
10.24,9,39,61,8637
9.97,9,38,62,8641
9.97,8,38,61,8641
10.01,8,38,61,8641
10,8,40,61,8641
10.03,8,40,61,8641
9.96,8,40,61,8641
10.02,8,39,61,8641
9.98,8,39,61,8641
10.39,8,39,61,8641
9.62,8,40,60,8641
9.79,8,40,60,8641
9.98,8,40,60,8645
10.68,7,40,60,8645
9.38,7,40,60,8645
9.98,7,41,60,8645
10,7,41,60,8645
10.24,7,41,60,8901
9.75,7,41,59,8901
10.01,7,41,60,8901
10,7,41,59,8901
9.97,8,42,59,8904
9.98,7,42,59,8904
10.02,7,42,59,8904
10.72,7,42,59,8904
9.3,7,42,59,8904
9.97,7,43,59,8904
10,7,43,59,8904
9.89,7,43,58,8904
10.13,7,44,58,8904
9.97,7,44,58,8904
10.25,7,44,58,8904
9.79,7,44,58,8904
10.04,7,44,58,8904
9.71,7,46,49,8904
10.07,7,46,49,8906
9.97,7,46,20,8906
10.25,7,46,21,8906
9.73,7,46,21,8904
9.99,7,46,20,8904
10.02,7,46,20,8905
10.24,7,46,20,8905
9.7,7,45,20,8905
10.02,7,45,21,8905
10.01,7,45,21,8905
10.26,8,49,21,8896
9.73,7,47,20,8882
10.01,7,46,20,8872
10.01,7,45,20,8887
10.01,7,44,20,8880
10.23,7,43,20,8857
9.51,20,42,20,8851
10.25,20,41,20,8843
10.25,19,40,20,8843
9.73,19,40,20,8839
9.79,19,39,20,8835
10.24,19,38,20,8839
10.05,18,37,20,8835
9.74,18,36,20,8833
9.99,18,35,20,8830
10.11,18,34,20,8826
10.13,17,33,21,8825
9.75,17,33,21,8823
9.97,17,32,21,8819
10.23,17,30,22,8819
10.02,16,29,22,8815
9.95,16,27,21,8807
9.81,16,25,21,8803
10.21,16,23,21,8799
10.01,15,23,22,8794
10.54,17,23,22,8796
9.19,16,23,22,8796
10.52,16,23,23,8795
9.53,18,23,23,8539
9.96,18,24,23,8542
9.95,17,25,24,8548
10.56,17,26,24,8552
9.58,16,31,29,8575
10.22,15,31,28,8572
10.49,16,27,24,8557
9.2,16,28,24,8560
10.08,15,29,25,8051
11.42,17,29,25,8053
8.36,17,29,24,8052
10.15,17,29,25,8051
9.8,17,29,25,8051
10.11,17,30,25,8054
9.94,17,29,25,8050
10.03,17,29,25,8050
10.16,17,29,25,8048
9.84,17,29,25,8047
9.93,17,29,25,8046
10.04,17,29,25,8047
10.14,17,28,25,8045
9.85,17,29,25,8047
10.01,17,29,25,8047
9.97,17,29,26,8047
10.23,17,28,26,8045
9.77,17,28,26,8046
9.89,17,28,26,8046
10.08,17,28,26,8045
10.14,17,28,26,8045
9.83,17,28,26,8044
9.98,17,28,26,8044
10.07,17,28,26,8043
9.98,17,28,26,8043
9.95,17,27,26,8041
10,17,27,25,8040
9.97,17,26,25,8038
10.03,17,26,25,8039
10.79,17,26,25,8038
9.14,17,26,25,8039
10,16,26,25,8040
10.21,16,26,25,8040
9.8,16,27,25,8042
9.99,16,27,26,8045
9.97,17,27,26,8045
10.14,17,27,25,7532
9.86,17,27,26,7534
9.99,17,27,26,7536
9.98,17,27,26,7536
10.09,17,27,26,7536
9.95,16,27,26,7536
9.93,16,27,26,7536
10.14,16,27,26,7535
9.98,16,27,26,7537
9.87,16,26,25,7535
9.99,16,26,25,7535
10.1,16,26,25,7536
10.01,16,26,25,7535
9.88,16,27,26,7538
9.97,16,27,26,7544
11.23,16,28,27,7547
8.86,15,28,26,7546
9.9,15,27,26,7544
9.97,15,27,26,7542
10.07,15,26,25,7539
10.04,15,26,25,7540
9.9,15,25,25,7536
9.97,16,25,25,7535
10.11,16,25,24,7533
10.08,16,25,24,7534
9.79,16,25,24,7535
10.01,15,25,24,7535
10.05,15,25,25,7537
10.07,15,25,25,7537
9.83,15,25,25,7537
9.99,15,25,25,7538
10.07,15,25,25,7538
10.06,15,25,25,7538
9.83,15,26,25,7541
11.18,15,26,25,7541
8.89,15,26,25,7541
10.05,15,26,25,7542
9.82,15,26,25,7542
10.03,15,26,25,7542
10.02,15,26,25,7543
10.13,15,26,25,7545
9.77,15,26,25,7547
10.09,15,26,25,7547
10.01,14,26,25,7546
10.06,14,26,25,7546
9.83,14,26,25,7546
10.01,14,26,25,7547
10.45,14,26,25,7548
9.71,14,26,25,7548
9.78,14,27,26,7550
10.03,14,26,25,7549
10.02,14,26,25,7546
10.18,14,26,25,7548
9.78,14,26,25,7549
9.99,14,26,25,7549
10.1,14,26,25,7549
10.06,14,26,25,7549
9.9,14,27,26,7552
9.97,14,27,26,7552
9.98,14,27,26,7555
10.12,14,27,26,7554
9.79,14,27,26,7558
10.02,14,28,26,7561
10.08,15,28,26,7561
10.06,15,28,27,7051
9.84,15,28,27,7054
9.96,15,28,27,7052
10.1,15,27,26,7050
10.12,15,27,26,7050
9.76,15,27,26,7042
9.97,14,27,26,7042
10.42,14,26,26,7041
9.77,14,26,25,7555
9.79,14,26,25,7555
9.99,14,26,25,7555
10.11,14,26,26,7555
11.45,14,26,26,7555
8.42,14,26,26,7555
9.98,14,26,26,7556
10.11,14,26,26,7556
10.09,14,26,26,7555
9.84,14,27,26,7558
9.98,14,27,26,7557
10.04,14,27,26,7557
10.14,14,27,26,7558
9.8,14,28,33,7571
9.94,14,29,33,7591
10.08,14,29,44,7591
10.16,14,29,44,7591
10.19,14,29,53,7591
9.54,14,29,53,7591
10.14,14,29,55,7591
10.04,14,29,55,7591
9.85,14,29,56,7591
9.93,15,31,56,7591
10.08,15,31,58,7590
10.13,15,31,58,7590
9.83,15,31,60,7590
10,17,34,59,7589
10.01,17,34,62,7588
10.14,17,34,62,7588
9.83,19,37,65,7588
9.87,19,37,65,7588
10.14,19,37,67,7588
10.1,19,38,67,7587
9.87,19,38,69,7586
9.91,20,38,70,7586
10.5,21,40,69,7607
9.91,12,40,69,7607
9.62,12,40,69,7607
9.93,13,42,69,7610
11.43,12,42,69,7610
8.76,12,42,69,8122
9.84,12,42,70,8122
10.02,12,42,70,8122
9.95,12,42,71,8122
10.15,13,44,71,8121
9.94,13,44,74,8121
9.89,13,44,74,8121
9.98,12,43,81,8121
10.16,12,43,81,8121
9.83,12,43,89,8121
10.09,13,45,89,8126
10.13,11,45,95,8126
9.97,11,45,95,8638
9.78,10,44,103,8638
10.06,10,44,103,8638
9.92,10,44,106,8638
10.16,12,48,106,8637
11.32,12,48,110,8637
8.51,12,48,110,8637
9.98,13,55,112,8637
10.47,13,55,112,8637
9.59,13,55,113,8637
9.9,15,63,113,8631
10.02,18,63,115,8631
10.13,18,63,115,8631
9.87,22,77,116,8623
9.97,28,77,116,8623
10.47,28,77,117,8623
9.65,30,84,117,8872
9.88,35,84,117,8872
10.26,40,95,117,8600
10.12,49,95,116,8601
9.71,47,95,116,8857
9.95,51,102,117,8590
9.9,58,102,117,8590
10.07,58,102,116,8591
10.01,60,107,116,8843
10.34,59,107,116,8844
9.57,59,110,116,8844
10.05,59,110,115,8844
10.02,59,110,115,9615
9.87,58,110,116,9616
9.96,57,110,116,9616
10.08,57,111,114,9617
10.01,57,111,114,10129
10.56,57,112,114,10130
9.34,54,112,114,10130
10.07,53,112,112,10133
10.02,53,112,112,11413
9.89,53,111,115,11413
9.98,52,111,115,11413
10.08,52,111,114,11667
10.08,56,111,114,12947
9.84,55,109,118,12948
9.99,53,109,118,12948
9.97,53,109,118,12693
10.15,53,109,118,12949
9.85,53,109,118,12949
10.01,53,109,118,12949
10.07,54,111,118,12948
10.06,54,111,118,12948
9.9,56,113,117,12944
11.68,57,114,117,12944
8.29,57,114,117,12944
10.66,58,116,117,12942
9.24,58,116,117,12942
10,59,116,117,12684
10.07,60,116,117,12684
10.08,61,118,117,12939
9.79,62,118,117,12939
10.01,62,119,117,12939
10.18,62,119,117,12939
9.89,63,119,117,12939
9.89,63,119,117,12939
10.08,63,120,117,12939
11.71,63,120,117,12940
8.7,62,120,117,12940
9.47,62,120,116,12940
10.06,62,120,116,12940
10.06,62,120,116,12938
10.17,62,120,116,12938
9.68,62,120,116,12938
10.03,62,120,116,12938
10.15,62,121,113,12938
10.7,62,121,113,12938
9.52,62,121,106,12938
9.6,62,121,106,13196
10.09,62,121,96,13196
10.07,62,121,96,13197
9.79,62,121,82,13197
10,62,120,82,13201
10.2,57,118,72,13718
10.25,55,118,72,13718
9.5,52,111,60,13982
9.98,50,111,60,13982
10.16,49,107,53,13991
11.82,41,107,53,13991
8.03,38,99,48,13996
9.94,34,94,48,13999
10.47,32,94,44,13999
9.72,30,90,44,14003
9.83,27,90,42,14002
9.97,27,87,42,14003
10.15,27,87,39,14003
10,26,85,39,13750
10.48,23,82,35,13751
9.37,23,82,35,13751
10.06,22,80,30,13752
10.47,20,80,30,13496
9.46,19,76,23,13501
9.91,17,76,23,13501
10.11,17,75,12,13502
10.08,17,75,12,13246
9.89,16,73,12,13247
9.88,16,73,12,13245
10.06,17,75,12,13243
10.4,18,75,12,12731
10.38,18,71,12,12732
9.16,17,71,12,12732
10.19,18,75,13,12728
10.04,21,74,13,11687
9.86,20,72,14,11693
9.87,19,69,14,11682
10.08,19,67,14,11647
10.1,39,65,14,10871
9.86,39,63,14,10865
9.92,39,60,15,10862
10.11,39,58,15,10856
10.96,38,55,14,10856
9.03,37,53,14,10850
9.85,37,50,15,10848
10.06,35,47,15,10842
10.23,35,44,15,10842
9.77,33,42,15,10838
9.9,34,40,16,10834
10.06,33,39,16,10835
10.17,33,37,16,10321
9.85,32,36,17,10319
9.92,32,34,17,10317
10.03,31,33,17,10318
10.17,31,32,17,9292
9.91,31,31,17,9290
11.05,30,29,18,9291
8.81,29,29,18,9290
10.26,29,29,18,9290
9.75,29,29,18,9290
10.05,29,29,18,9290
11.44,29,29,19,9291
8.65,27,29,19,9035
9.83,27,29,19,9036
9.97,27,29,19,9036
10.22,27,29,19,9036
9.94,27,29,20,9038
9.83,27,29,20,9038
9.97,27,29,20,9038
10,27,30,20,9039
10.2,27,29,20,9038
9.82,26,29,20,9039
9.98,26,29,20,9038
9.97,26,29,20,9038
10.91,26,28,20,9040
9.1,25,28,20,9040
9.97,24,28,20,9040
9.98,24,27,20,9039
10.17,24,27,20,9038
9.85,24,26,20,9038
9.98,24,26,20,9037
10.28,24,26,20,9040
10.19,23,26,20,9039
9.7,23,25,20,9037
9.79,23,25,20,9036
10.08,24,25,20,9036
10.04,24,25,20,8780
11.63,23,24,20,8781
8.19,23,24,20,8780
10.09,22,25,21,8783
9.96,22,25,21,8783
9.97,22,24,21,8783
9.98,21,24,21,8785
10.07,22,24,21,8786
10.04,21,24,21,8786
9.91,21,24,21,8787
9.93,21,24,21,8787
10.17,20,24,21,8787
9.94,20,24,21,8787
9.93,20,24,21,8789
10.03,19,24,21,8789
9.99,20,24,21,8789
10.1,20,24,21,8789
9.81,19,24,21,8789
9.95,19,24,21,8789
10.09,19,23,21,8791
10.06,18,23,21,8791
9.87,18,30,36,8810
9.98,17,38,36,8844
10.36,17,39,39,8860
9.79,17,39,39,8859
9.84,16,39,39,8878
9.99,16,39,39,8878
10.08,16,39,39,8879
10.09,17,39,39,8873
9.78,17,39,39,8861
10.02,17,39,39,8859
10.05,17,40,42,8877
10.04,18,40,42,8877
11.57,18,41,41,8878
8.33,18,41,41,8878
10.03,18,41,48,8878
10.12,18,41,48,9134
9.75,18,41,50,9163
10.1,7,41,50,9163
10.01,7,41,52,9163
10.03,7,42,52,9163
9.83,7,42,53,9163
10.15,7,42,53,9163
9.92,7,42,54,9163
10.09,7,42,54,9163
9.8,7,42,54,9163
9.94,7,43,54,9162
10.22,7,43,54,9162
10.04,7,40,54,9163
9.77,7,40,54,9163
9.97,7,40,54,9163
10.08,7,41,54,9163
10.14,7,41,54,9163
9.81,7,40,55,9163
9.97,7,40,55,9163
10.45,7,40,54,9163
11.02,7,40,54,9163
8.49,7,40,41,9163
10.04,7,42,41,9165
10.05,7,42,21,9165
9.96,7,42,21,9165
9.91,7,42,21,9165
10.08,7,42,21,9163
10.35,7,41,21,9163
9.64,7,41,21,9163
9.9,7,41,21,9163
10.12,7,40,21,9163
10.01,7,40,21,9163
9.98,7,40,21,9163
10.13,7,44,20,9162
9.86,7,43,20,9148
9.99,7,42,20,9163
10.03,7,42,20,9160
9.86,7,41,20,9116
11.04,18,40,20,9129
8.96,18,39,20,9115
10.12,18,39,20,9113
9.84,18,38,20,9108
10.17,17,37,20,9101
11.63,17,36,20,9103
8.37,18,35,20,9098
9.79,18,34,20,9097
10.2,18,34,20,9093
9.91,18,33,20,9089
10.11,17,33,20,9090
9.76,17,31,20,9084
10.21,16,30,20,9081
9.79,16,28,21,9075
10.23,16,26,21,9069
9.76,16,25,21,9065
10.25,16,23,21,9060
9.73,16,22,21,9055
11.05,16,22,21,9056
8.9,16,22,21,9057
10.31,15,22,22,9059
9.67,15,22,22,9061
10.33,15,22,22,8805
9.69,14,24,23,8811
10.31,14,24,23,8812
9.66,14,25,22,8815
10.33,13,25,23,8817
9.66,14,26,23,8820
10.36,14,26,23,8822
9.58,14,27,23,8827
10.41,14,27,23,8573
9.6,14,27,23,8575
11.62,14,27,23,8576
8.34,14,27,23,8577
10.45,13,28,23,8575
9.94,14,28,23,8575
10.05,14,27,23,8572
9.54,14,27,24,8572
10.46,14,27,24,8572
9.53,14,27,24,8570
10.47,15,27,24,8568
9.5,14,27,24,8569
10.49,14,27,24,8569
9.5,14,27,24,8568
10.7,14,27,24,8568
9.33,14,27,24,8568
10.48,14,27,24,8568
9.47,14,26,24,8566
10.68,14,26,24,8566
9.35,14,27,24,8569
10.49,14,27,24,8569
9.48,14,27,24,8569
10.66,14,26,24,8569
9.27,14,26,24,8568
10.59,14,26,24,8566
9.43,14,26,24,8566
10.68,14,26,24,8566
9.4,14,26,24,8564
10.69,14,26,24,8566
9.2,14,26,24,8566
10.68,14,25,24,8564
9.33,14,25,24,8564
10.77,14,25,24,8564
9.24,14,25,24,8564
10.59,14,25,24,8570
9.41,14,25,24,8570
10.69,13,25,24,8575
9.31,13,25,24,8576
10.56,13,25,24,8575
9.44,13,25,24,8579
10.74,13,25,24,8577
9.03,13,25,24,8576
10.77,12,24,24,8576
10.8,12,24,24,8576
9.31,12,24,23,8574
9.12,12,24,23,8577
11.06,12,24,23,8577
8.95,12,24,23,8576
10.82,12,24,23,8577
9.82,12,24,23,8577
10.07,12,24,23,8577
9.28,12,24,24,8580
10.82,12,24,24,8580
9.18,12,24,24,8580
10.98,12,24,24,8584
9.25,12,24,24,8584
10.59,12,24,24,8584
9.17,11,24,24,8588
10.81,11,24,24,8588
9.2,11,24,24,8588
10.79,11,25,24,8591
9.44,11,25,24,8592
10.39,11,25,24,8592
9.38,11,25,24,8597
10.81,11,25,24,8597
9.01,11,25,24,8597
11.05,11,25,24,8598
9.69,11,25,24,8598
10.15,11,25,24,8598
9.09,11,25,25,8620
11.01,11,25,25,8620
9.01,11,25,25,8620
10.88,11,25,25,8620
10.3,11,25,25,8620
9.57,11,25,25,8620
9.24,11,25,26,8620
11.64,11,25,26,8620
8.36,11,25,25,8620
10.79,11,25,25,8620
9.21,11,25,25,8620
10.82,11,25,25,8620
9.18,11,25,25,8617
10.8,12,25,25,8617
9.2,12,25,25,8617
10.8,12,25,25,8105
9.2,12,25,25,8105
9.92,12,25,25,8105
10.08,12,25,25,8105
10.84,12,25,25,8105
9.15,12,25,25,8106
9.91,11,25,25,8106
10.09,11,25,25,8106
9.94,11,25,25,8106
10.07,11,25,25,8106
9.8,11,25,25,8106
10.19,11,25,25,8106
9.89,11,25,25,8106
10.11,11,25,25,8106
9.74,11,25,25,8106
10.26,11,25,25,8106
9.97,11,25,25,8106
10.04,11,25,25,8106
9.72,11,25,25,8106
10.28,12,25,25,8106
9.89,11,25,25,8106
10.1,11,25,25,8106
9.71,11,25,26,8106
10.29,11,25,26,8107
9.87,11,25,26,8107
10.13,11,25,26,8107
11,11,25,26,8107
9.01,11,25,26,8107
9.86,11,24,26,7591
10.15,12,24,26,7591
9.71,12,24,26,7591
10.28,12,25,26,7591
9.82,12,25,25,7591
10.18,12,25,25,7591
9.22,12,25,25,7591
10.78,12,25,25,7592
9.78,12,25,25,7592
10.22,12,25,25,7592
9.48,12,25,25,7592
10.51,12,25,26,7592
9.76,12,25,26,7592
10.24,12,25,26,7592
11,12,25,26,7592
9.01,12,25,27,7592
9.7,12,25,27,7592
10.29,12,25,27,7593
9.69,12,25,27,7593
10.31,12,25,27,7593
9.75,12,25,27,7078
10.25,13,25,28,7078
9.49,13,25,28,7078
10.7,13,26,28,7078
9.51,13,26,28,7078
10.51,13,26,28,7078
9.26,13,26,28,7078
10.69,13,26,29,7079
9.55,13,26,29,7079
10.46,13,27,29,7078
9.32,14,27,28,7078
10.63,14,27,28,7078
10.63,14,27,28,7078
9.36,14,28,28,7077
9.38,14,28,28,7077
10.61,14,28,27,7077
9.36,15,29,27,7066
10.62,15,29,28,7073
9.37,14,29,28,7073
10.59,14,29,28,7065
9.63,15,29,28,6562
10.37,15,29,28,6562
9.41,15,29,28,6562
10.55,16,30,28,6562
11,16,30,28,6562
9.01,16,30,28,6562
9.42,16,29,28,6562
10.57,16,29,28,6562
9.48,16,29,28,6562
10.54,16,29,29,6562
9.44,16,30,28,6562
10.64,16,30,29,6562
9.38,16,30,29,6562
10.48,16,30,29,6562
9.49,16,30,29,6562
10.49,16,30,29,6562
9.5,16,30,29,6554
10.58,16,30,29,6560
9.42,16,30,29,6550
10.68,16,29,28,6544
9.32,16,29,28,6542
10.64,16,29,28,6537
9.39,16,29,28,6539
10.47,16,29,28,6545
9.53,16,29,28,6549
10.38,16,30,29,6562
9.61,16,30,29,6553
10.45,15,29,28,6553
9.56,15,29,28,6548
10.36,15,28,28,6542
9.6,15,28,27,6551
10.52,15,28,27,6542
9.49,15,28,27,6544
10.36,15,28,27,6549
9.65,15,28,27,6546
10.39,15,28,27,6551
9.61,15,28,27,6554
10.75,15,28,27,6554
9.57,15,28,27,6554
10.06,15,28,28,6563
9.6,15,28,28,6563
10.32,15,28,28,6563
9.69,15,28,28,6563
10.4,15,28,28,6563
9.63,15,28,28,6563
9.5,15,28,28,6563
10.5,15,28,28,6563
9.55,15,29,28,6563
10.43,15,28,28,6554
9.49,15,29,28,6563
10.48,15,29,28,6557
9.59,15,29,28,6563
10.41,15,29,28,6563
9.49,15,29,28,6563
10.52,15,28,29,6559
9.51,16,28,28,6560
10.49,16,28,28,6048
9.5,16,28,28,6048
10.53,16,29,28,6048
9.55,16,29,29,6048
10.39,16,29,29,6048
9.51,16,29,29,6048
10.48,16,29,29,6048
9.49,16,29,30,6049
10.51,16,29,30,6049
9.27,16,29,30,6049
10.73,16,29,30,6049
9.5,16,29,30,6049
10.51,16,30,30,5533
9.27,17,30,30,5533
10.7,17,30,30,5533
9.51,17,30,30,5533
10.51,17,30,31,5533
9.28,17,30,31,5534
10.72,17,30,31,5534
9.52,17,30,31,5534
10.5,17,31,31,5534
9.26,17,31,31,5534
10.71,17,31,31,5534
9.26,18,32,31,5533
10.76,18,32,31,5533
9.25,18,32,31,5533
9.99,18,32,31,5533
10.01,19,33,32,5533
10.72,19,33,32,5533
9.28,19,33,32,5533
9.99,19,33,32,5533
10.05,19,33,31,5533
10.71,19,33,31,5524
9.25,19,32,31,5515
10,19,32,31,5511
10.01,20,32,30,5505
10.95,20,32,30,5505
9.04,20,32,31,5506
9.99,20,32,31,5503
10.01,20,32,31,5508
10.71,20,32,31,5508
9.29,20,32,31,5505
9.76,20,32,31,5505
10.25,20,32,31,5507
10.7,20,33,31,5509
9.35,20,33,31,5508
9.69,20,32,31,5507
10.23,20,33,31,5509
10.73,20,32,31,5505
9.27,20,32,31,5503
9.75,20,33,31,5507
10.25,20,33,32,5511
10.04,20,32,31,5505
10,20,32,31,5508
9.75,20,33,31,5513
10.24,20,33,32,5516
9.97,20,33,31,5514
10.01,19,33,32,5533
9.68,19,33,32,5533
10.31,19,33,52,5533
9.98,19,33,51,5533
10.25,19,33,51,5532
9.44,19,33,61,5532
10.53,19,33,61,5532
9.82,20,34,66,5531
10.17,20,34,65,5531
9.42,20,34,67,5531
10.56,20,34,67,5531
9.58,22,37,67,5530
10.25,23,37,67,5529
9.58,23,37,68,5529
10.57,25,41,68,5531
9.59,24,41,68,6043
10.23,24,41,68,6042
9.67,25,41,68,6042
10.47,26,42,68,6042
9.65,25,42,68,6042
10.33,25,42,68,6042
9.54,26,44,69,6041
10.45,26,44,69,6040
9.64,27,44,68,6040
10.35,27,44,68,6040
9.5,27,45,68,6045
10.53,25,45,68,6044
9.55,26,45,69,6556
10.49,26,46,69,6555
9.46,27,46,69,6555
10.42,27,46,68,6553
9.93,28,46,68,6553
10.05,28,47,68,6570
9.53,20,47,68,6570
10.44,20,47,68,6570
9.65,20,49,68,7086
11.93,18,49,68,7086
7.91,18,49,68,7086
10.47,18,50,68,7085
9.62,19,50,71,7085
10.39,19,50,71,7087
9.81,19,50,75,7087
10.14,19,51,75,7092
9.6,17,51,83,7604
10.42,17,51,84,7604
9.48,17,51,93,7604
10.58,17,51,92,7604
9.52,17,51,102,7604
10.4,17,53,102,7602
9.45,19,53,111,7602
10.58,19,53,111,7602
9.53,19,56,114,7600
10.76,20,56,114,7600
9.08,20,56,118,7600
