timestamp,Physic_1,Physic_2,Physic_3,Physic_4
10.02,19,76,12,24
10.12,19,74,12,24
9.87,18,73,12,24
9.92,18,71,12,24
10.04,17,70,12,24
10.25,16,68,12,23
9.75,16,66,12,23
9.94,20,64,12,23
10.01,18,63,12,23
10.17,17,61,12,22
9.84,17,59,12,22
9.93,38,58,12,22
10.64,36,57,11,22
9.54,33,55,11,22
9.89,32,54,12,22
9.96,32,52,12,22
9.97,31,52,13,22
10.18,30,50,13,21
10.19,30,49,13,21
9.59,30,48,13,21
10.1,28,46,13,21
11.47,28,45,14,19
8.45,27,43,14,19
9.96,26,42,14,19
10,26,40,14,19
10.04,27,39,14,19
9.97,26,38,15,19
10.02,25,36,15,19
9.95,24,35,16,19
10.15,25,34,16,18
9.86,25,33,16,18
10.37,24,31,17,18
9.54,23,30,17,18
10.16,23,29,18,17
10.01,24,28,18,17
9.83,23,27,18,17
9.98,23,29,19,17
10.13,22,29,19,17
9.88,22,29,19,17
10,22,30,20,17
9.97,22,30,19,17
10.1,22,31,20,17
10.72,23,31,20,17
9.14,23,31,20,17
10.41,23,33,21,17
9.77,26,33,21,16
9.83,26,32,21,16
9.97,25,33,21,16
10.1,25,33,21,16
10,25,33,21,16
10.41,25,33,22,16
9.46,27,33,22,16
10.09,27,32,22,16
10.01,27,33,22,16
9.89,27,32,22,16
9.99,26,32,22,16
10.18,26,32,22,16
10.06,26,32,22,16
9.74,26,32,22,16
9.96,26,31,22,16
10.85,28,31,22,16
9.25,28,30,22,15
9.97,28,31,22,15
11.53,28,30,22,15
8.45,28,30,22,15
10.08,28,30,23,15
9.86,28,29,23,15
9.97,28,29,23,15
10.05,27,30,23,15
10.08,27,30,23,15
9.84,27,29,23,15
10,26,29,23,15
10.02,25,29,24,15
10.1,27,29,24,14
9.9,27,29,24,14
9.98,26,29,24,14
10.1,26,28,24,14
10.32,26,28,24,14
9.62,25,29,24,14
9.86,25,28,24,14
10.1,25,28,24,14
10.37,24,28,24,14
11.07,24,28,24,14
8.43,24,28,24,14
10.08,23,28,25,14
10.1,24,28,25,14
9.76,24,28,25,14
10.04,23,28,25,14
10.09,22,28,25,14
10.07,22,28,25,14
9.89,22,28,25,14
9.93,22,27,25,14
10.02,22,27,25,14
10.1,22,27,25,14
9.79,21,27,25,14
10.04,21,27,25,14
10.02,21,27,25,14
10.13,21,27,25,14
9.95,21,27,26,14
9.86,20,27,26,14
10.16,20,27,26,14
10.01,20,27,26,14
9.78,20,26,25,14
9.99,20,26,25,14
10.17,19,26,25,14
10.02,21,26,25,13
9.8,21,26,25,13
10.2,20,26,25,13
10.9,20,26,25,13
9.08,20,26,25,13
9.78,19,27,26,13
9.98,19,27,26,13
10.12,19,28,26,13
10.08,19,28,26,13
9.78,18,28,27,13
10.01,20,28,27,13
10.06,20,29,27,13
10.09,19,29,27,12
9.87,19,29,27,12
9.9,19,29,27,12
10.12,19,29,28,12
10.12,19,29,28,12
9.81,19,29,27,12
9.91,18,29,27,12
10.11,18,29,27,12
11.71,18,28,27,12
8.25,18,28,27,12
9.93,18,28,27,12
10.09,18,28,27,12
10.09,18,28,27,12
9.84,18,28,27,12
9.94,18,28,27,12
10.12,19,29,27,12
10.06,19,29,27,11
9.93,20,29,28,11
9.87,20,29,28,11
10.04,20,30,29,11
10.15,19,30,29,11
9.95,19,31,29,11
9.79,19,31,29,11
10.07,19,31,29,11
10.19,19,31,29,11
9.79,19,32,30,11
10.16,19,32,30,11
9.81,19,32,30,11
10.22,19,32,30,10
9.84,20,32,30,10
9.9,20,31,30,10
10.01,20,31,29,10
10.15,20,31,29,10
9.87,20,31,29,10
10.1,20,31,29,10
9.86,20,31,30,10
10.15,20,31,30,10
10.07,20,32,30,10
9.78,20,32,30,10
9.95,20,32,31,10
10.17,20,32,31,10
9.83,20,32,31,10
9.96,20,32,31,10
10,20,34,31,10
10.21,20,33,31,10
9.81,20,33,31,10
9.96,20,32,31,10
10.13,20,33,31,10
10.05,20,32,31,10
9.83,20,32,31,10
10.03,20,32,31,10
9.91,21,33,31,10
11.47,21,33,31,10
8.54,21,33,31,10
9.98,21,34,32,10
10,21,34,32,10
10.1,21,34,32,10
9.87,21,34,32,10
10.01,21,34,33,10
9.99,21,34,33,10
10.1,21,34,33,10
9.89,21,34,33,10
10.01,21,35,33,10
9.94,21,35,33,10
10.57,21,35,33,10
9.45,21,34,32,10
9.95,21,35,33,10
10.1,22,35,33,10
10.02,22,35,32,9
9.88,22,35,33,9
9.97,22,35,33,9
10.15,22,35,34,9
10.25,21,35,33,9
9.6,21,35,33,9
10.01,22,35,34,9
10.04,22,35,35,9
10.01,22,35,35,9
10.08,22,35,35,9
9.84,22,36,36,9
10.06,22,36,36,9
10.09,22,36,36,9
9.8,22,36,35,9
9.97,23,38,35,9
10.07,25,38,36,9
10.11,24,38,36,9
9.82,24,38,36,9
9.97,25,39,37,9
10.04,25,39,37,9
10.1,25,39,37,9
9.84,25,39,37,9
10.02,25,39,37,9
10.08,25,39,39,9
10.05,26,39,39,9
9.79,26,39,39,9
10.03,26,39,39,9
10.06,26,40,39,9
10.07,26,40,40,9
9.72,26,40,39,9
10.12,26,40,39,9
10.06,27,40,40,9
9.95,29,40,40,8
9.99,29,40,41,8
9.94,29,40,40,8
10.07,29,40,41,8
9.95,29,42,41,8
10.03,29,42,41,8
9.92,29,42,41,8
10.21,29,42,40,8
9.95,30,43,40,8
9.92,30,43,41,8
9.99,30,43,41,8
10.02,30,43,40,8
10.1,31,43,41,8
10.03,31,43,41,8
9.76,31,43,41,8
10.09,31,43,41,8
10,31,43,41,8
9.78,31,44,41,8
10.1,30,44,42,8
10.13,30,44,41,8
10,30,44,41,8
10.02,31,43,41,8
9.86,31,43,41,8
9.89,31,43,41,8
10.21,31,43,40,8
9.78,32,42,40,8
9.89,32,43,41,8
10.12,32,43,41,8
10.14,32,42,40,8
9.85,32,41,39,8
9.89,30,41,40,8
10.12,30,42,40,8
10.16,30,41,40,9
9.84,30,41,39,9
9.94,30,41,39,9
10.05,30,41,40,9
9.95,30,41,39,9
10.06,30,40,39,9
9.71,30,39,38,9
10.29,30,40,39,9
10.13,30,39,38,9
9.87,30,39,38,9
9.89,29,39,37,9
10.1,29,39,38,9
9.92,29,38,37,9
9.85,29,38,37,9
9.91,29,38,37,9
10.1,29,38,37,9
10.14,29,38,37,9
9.86,29,38,37,9
9.89,29,38,37,9
10.11,29,39,38,9
11.75,29,39,38,9
8.25,29,39,38,9
10.15,29,38,37,9
10.33,29,39,38,9
9.57,29,39,38,9
9.94,29,39,38,9
10.18,29,38,37,9
9.83,29,39,38,9
10.12,29,39,38,9
9.87,29,39,38,9
9.87,29,38,37,9
10.12,29,38,38,9
10.14,29,39,38,9
9.87,29,38,37,9
9.89,29,38,37,9
10.1,29,38,37,9
10.15,29,39,38,9
9.86,29,38,38,9
9.89,29,38,37,9
10.11,29,38,37,9
10.14,29,39,38,9
9.86,29,42,62,9
9.93,29,42,62,9
10.08,29,42,62,9
9.94,29,42,73,9
9.99,29,42,74,9
9.98,29,42,76,9
9.6,29,43,76,9
10.42,29,43,77,9
9.82,29,43,77,9
10.12,29,43,76,9
9.88,32,46,76,9
10.15,32,46,77,9
10.96,32,46,76,9
8.79,32,46,76,9
10.09,35,50,76,9
10.5,36,50,77,9
9.52,36,50,77,9
9.88,36,50,77,9
10.34,37,51,76,9
9.91,37,51,77,9
9.85,37,51,77,9
9.91,37,51,76,9
10.1,38,53,76,9
9.96,37,53,77,9
10.02,37,53,77,9
9.91,37,53,76,9
9.86,37,54,75,9
10.21,38,54,76,9
10.79,38,54,76,9
9.09,38,54,76,9
10.14,39,54,76,9
9.86,37,54,77,10
10.15,37,54,77,10
9.8,37,54,77,10
10.19,37,54,76,10
9.95,37,54,83,10
9.82,37,54,83,10
10.02,38,54,94,10
10.45,38,55,93,10
9.7,37,55,108,10
9.83,37,55,107,10
9.99,38,56,114,10
10.01,39,56,114,10
10.08,39,56,122,10
9.94,39,56,122,10
9.96,44,63,127,10
10.02,44,63,127,10
10.12,44,63,130,11
9.88,51,74,130,11
9.91,57,74,130,11
10.1,57,74,130,11
10.04,56,74,131,11
9.96,67,88,130,11
10.02,66,88,130,11
9.96,66,88,130,11
10.03,76,101,134,13
9.98,79,101,133,13
9.87,75,101,133,13
10.13,83,112,133,12
10.04,80,112,135,13
9.96,80,112,134,13
9.83,81,121,134,12
10.88,79,121,133,12
9.25,76,121,137,14
10.04,79,123,137,13
9.8,73,123,137,13
10.2,73,123,137,13
9.99,75,125,138,12
10.01,71,125,138,12
9.78,70,129,136,12
10.22,70,129,136,12
9.91,70,129,138,13
10.1,72,133,138,12
9.69,75,133,138,12
10.29,77,137,137,13
9.95,77,137,141,15
10.53,80,142,141,14
9.24,82,142,141,14
11.01,82,144,141,15
9.15,81,144,146,18
10.13,81,144,146,19
9.64,81,144,145,19
10.38,81,145,145,19
9.76,81,145,147,21
9.84,80,145,148,22
10.43,79,145,147,22
9.95,80,147,147,22
9.84,78,147,147,23
10.15,79,148,147,22
9.76,77,148,147,22
10.24,76,148,147,22
9.74,76,150,147,22
10.28,76,150,147,22
9.78,77,150,147,22
10.91,77,150,147,22
9,77,150,147,23
10.52,77,150,147,23
9.35,75,150,146,23
10.41,75,150,146,23
10.69,75,150,147,23
9.31,75,150,147,23
9.47,74,149,146,23
10.53,72,149,146,23
9.64,72,148,147,24
9.99,70,147,147,24
9.89,70,147,146,24
10.49,70,148,146,24
9.97,70,148,146,25
10.21,69,147,147,25
9.18,69,147,146,25
11.35,71,147,146,25
8.87,71,147,146,25
10.43,69,147,147,25
11.09,67,147,146,25
9.08,67,147,146,25
9.37,67,147,146,25
10.64,67,147,146,25
9.29,67,147,147,25
10.67,67,147,147,25
9.41,67,147,147,26
10.52,67,146,147,26
9.25,67,147,147,26
10.9,67,147,147,26
9.14,67,147,147,26
10.26,67,147,147,26
11.34,67,147,147,26
9.12,67,147,147,26
9.26,66,147,147,26
11.47,66,147,147,26
8.34,66,147,147,26
10.9,66,147,147,26
10.41,68,147,147,26
9.61,68,147,147,26
9.25,66,147,147,26
10.67,68,147,147,26
9.38,68,147,147,26
10.85,66,147,147,26
9.25,66,147,147,26
10.34,66,147,147,26
9.99,66,147,147,26
10.02,66,147,147,26
9.53,66,147,145,26
10.69,66,147,145,26
9.34,66,147,145,26
10.47,66,147,145,26
9.32,66,147,143,26
10.68,66,147,143,26
9.56,65,146,142,26
10.41,65,146,142,26
9.15,65,146,140,26
10.86,67,146,140,26
9.57,67,145,137,26
10.41,66,145,137,26
9.35,66,145,134,26
10.67,66,144,134,26
9.34,65,143,129,26
10.67,65,143,129,26
9.15,65,143,121,27
10.83,65,142,121,27
9.34,65,142,113,27
9.77,64,141,113,27
10.05,63,139,104,27
11.51,64,139,104,27
8.49,62,135,99,28
9.93,60,133,99,28
11.31,58,133,94,28
8.69,56,128,95,28
10.29,53,126,91,29
11.01,53,126,91,29
8.77,49,120,87,29
9.9,47,119,87,29
11.9,50,119,87,29
9.27,47,112,87,29
8.93,42,110,87,29
9.93,42,110,87,29
9.83,34,103,88,29
10.18,29,102,88,29
10.05,32,102,89,29
9.93,31,97,89,29
11.22,29,97,89,28
8.77,29,97,89,28
10.09,30,98,90,28
10.87,31,98,90,28
9.12,30,98,90,27
11.75,30,98,90,27
8.26,31,98,91,27
9.9,31,97,90,27
10.29,32,97,91,27
9.75,33,98,91,27
10.04,35,98,92,27
9.95,35,97,92,27
10.06,33,97,92,26
9.95,32,97,92,26
10.47,32,95,92,26
9.5,33,95,92,26
10.08,33,95,93,26
9.92,33,95,93,26
10.08,33,95,93,26
9.93,34,95,93,26
10.08,34,95,93,26
9.92,34,95,93,26
10.07,34,94,93,26
9.91,35,94,93,26
10.09,35,94,94,26
11.29,35,94,94,26
8.72,35,94,94,26
11.03,35,95,94,26
8.96,35,95,94,26
9.93,35,95,94,26
10.06,36,95,94,26
9.94,36,95,94,26
10.07,36,95,94,25
9.92,36,95,94,25
10.08,36,95,95,25
9.91,36,95,95,25
10.09,36,95,95,25
9.91,36,95,95,25
10.1,36,95,95,25
9.91,37,95,95,25
10.09,37,95,95,25
9.92,36,95,95,25
10.08,36,95,95,25
9.89,36,94,95,25
10.11,36,94,95,25
9.89,36,94,95,25
11.31,36,94,95,25
8.68,36,94,95,25
10.67,36,94,95,25
9.34,36,94,95,25
10.1,36,93,95,25
9.9,35,93,95,25
10.09,35,93,95,25
9.93,35,93,95,25
10.21,35,94,95,25
9.75,36,94,95,25
10.13,36,94,93,25
9.96,35,94,93,25
10.15,35,93,84,25
9.79,35,93,84,25
10.1,35,93,62,25
9.91,35,93,62,25
10.22,35,93,37,25
9.74,35,93,37,25
10.3,34,91,12,25
9.7,33,91,12,25
9.98,32,86,12,25
10.03,27,82,12,25
10.33,26,81,12,25
9.67,22,80,12,25
9.98,22,78,12,25
10.03,21,76,12,25
10.31,18,75,12,25
9.71,19,73,12,25
10.08,20,71,12,25
9.91,19,69,12,25
10.29,18,67,12,25
9.72,17,66,12,25
10.29,37,65,12,25
9.7,35,63,12,25
10.22,34,62,12,24
9.75,32,60,12,24
10.29,30,59,12,24
9.73,29,58,12,24
10.21,30,56,12,23
9.79,30,55,12,23
9.96,27,53,12,23
10.02,27,52,12,23
10.21,28,51,12,22
9.78,27,49,12,22
9.97,27,47,12,22
9.29,26,46,13,22
10.74,26,45,13,22
9.3,25,44,13,22
10.73,25,42,14,22
9.27,23,40,14,22
10.73,23,39,15,20
9.25,23,39,15,20
10.71,23,37,15,20
9.27,23,36,15,20
10.78,23,35,15,19
9.23,23,34,16,19
10.71,23,33,16,19
9.09,22,32,17,19
10.94,22,31,17,18
9.28,22,30,17,18
10.73,22,28,18,18
9.02,23,27,18,18
11.08,22,28,18,17
9.15,22,29,19,17
10.71,22,30,19,17
9.29,22,31,20,17
10.72,22,31,20,17
9.28,22,31,20,17
10.72,22,33,21,17
9.03,22,33,21,17
10.97,22,33,21,17
9.29,23,33,21,17
10.93,22,33,21,17
8.77,22,34,21,17
11.06,22,33,21,17
8.95,22,33,21,17
11.21,22,32,21,17
8.75,22,31,21,17
11.05,22,31,21,17
9.06,21,31,21,17
11.12,22,30,21,17
8.84,22,30,21,17
10.95,22,29,21,17
8.96,22,29,21,17
11.17,21,28,21,17
8.87,22,27,21,17
11,22,27,21,17
8.96,22,27,21,17
11.11,22,27,21,17
8.93,22,27,21,17
11.02,21,26,21,17
8.89,21,26,21,17
11.2,21,26,21,17
8.95,22,26,21,17
10.99,22,26,21,17
8.8,21,25,21,17
11.19,21,25,21,17
8.91,21,25,21,17
11.07,20,25,21,17
8.81,20,24,21,17
11.19,20,24,21,17
8.89,19,24,21,17
11.24,18,24,21,16
8.7,18,25,21,16
11.11,18,25,21,16
8.88,18,25,21,16
11.27,17,25,21,16
8.65,18,24,21,16
11.18,18,24,21,16
8.86,17,24,22,16
11.34,18,24,22,16
8.54,18,24,22,16
11.52,17,25,22,16
8.61,17,25,22,16
11.25,17,25,22,16
8.59,17,24,22,16
10.5,17,24,22,16
9.58,17,25,22,16
11.28,16,25,22,16
8.92,16,25,22,16
10.19,16,25,22,16
9.57,16,25,22,16
11.29,16,24,22,16
8.59,16,24,22,16
10,16,24,23,16
10.09,16,24,23,16
11.25,15,24,23,16
8.61,15,25,23,16
10.02,15,26,24,16
10.08,15,26,24,16
11.3,15,26,24,16
8.61,15,27,24,16
10.5,15,27,24,16
9.61,14,27,24,16
10.54,16,27,24,15
9.3,16,27,25,15
11.51,15,27,25,15
9.98,15,28,25,15
9.15,15,28,25,15
9.31,15,27,25,15
11.71,15,28,25,15
8.35,15,27,25,15
10.61,15,27,25,15
9.3,15,27,25,15
9.96,15,27,25,15
10.13,15,27,25,15
10.56,15,27,25,15
9.34,15,27,25,15
9.96,15,27,25,15
10.14,14,27,25,15
10.55,14,27,25,15
9.3,14,27,25,15
10.05,14,27,25,15
10,14,27,25,15
10.11,14,27,25,15
9.91,14,27,25,15
9.87,14,26,25,15
10.15,14,26,25,15
10.02,14,26,25,15
9.86,14,26,25,15
10.02,14,26,25,15
10.01,14,27,25,15
10.11,14,26,25,15
9.83,14,27,25,15
9.93,14,27,26,15
11.78,15,27,26,15
8.42,15,27,26,14
9.85,15,27,26,14
9.92,15,27,26,14
10.09,15,27,26,14
10.17,15,27,26,14
9.79,15,27,26,14
9.92,14,27,26,14
10.08,14,27,26,14
10.12,14,27,25,14
9.83,14,27,25,14
9.94,15,27,26,14
10.05,14,26,25,14
10.12,14,26,25,14
9.84,14,26,25,14
9.94,14,26,25,14
10.53,14,26,25,14
9.66,14,26,25,14
9.83,14,26,25,14
9.92,14,26,25,14
10.05,14,26,25,14
10.15,14,26,25,14
11.77,14,26,25,14
8,14,26,25,14
10.05,14,26,25,14
10.18,14,26,25,14
9.83,14,26,25,14
10.05,14,26,25,14
9.96,14,26,25,14
10.13,14,26,25,14
9.83,14,27,26,14
10.07,14,26,25,14
9.9,14,27,26,14
10.13,14,27,26,14
9.87,14,27,26,14
9.99,14,26,26,14
9.97,14,27,26,14
10.16,14,27,26,14
9.95,14,27,26,14
9.85,14,27,26,14
10.25,14,27,26,14
11.79,14,27,26,14
7.98,14,27,26,14
9.98,14,27,26,14
10.09,14,27,26,14
10.03,14,27,26,14
9.86,13,27,27,14
9.99,13,27,27,14
9.98,13,27,27,14
10.1,13,27,29,14
9.91,13,27,28,14
9.98,13,27,28,14
9.96,13,27,27,14
10.13,13,27,26,14
10.14,13,27,29,14
9.99,13,27,30,14
9.81,13,27,27,14
10.03,13,26,25,14
9.87,13,27,26,14
10.22,13,27,26,14
10.22,13,27,27,14
9.63,13,27,27,14
9.91,13,27,27,14
9.99,13,27,27,14
10.06,13,27,27,14
10.05,13,27,27,14
9.86,13,27,28,14
9.99,13,27,28,14
10.05,13,27,27,14
10.13,13,27,27,14
9.8,13,27,26,14
9.96,13,27,26,14
10.09,13,27,26,14
10.05,13,26,26,14
9.85,13,26,25,14
9.99,13,26,25,14
10.06,13,26,25,14
10.07,13,26,25,14
9.82,13,26,25,14
12.34,13,26,25,14
7.74,13,26,25,14
10.06,13,26,26,14
9.81,13,27,26,14
10.02,13,27,26,14
10.08,13,27,26,14
10.16,13,27,26,14
9.72,13,27,26,14
10.08,13,27,27,14
10.02,13,27,27,14
10.07,13,27,27,14
9.8,13,27,27,14
10.06,13,27,27,14
11.04,13,27,27,14
9.06,13,27,27,14
9.79,13,27,27,14
10.04,14,27,27,14
10.02,14,27,27,14
10.14,14,27,27,13
9.85,13,27,27,13
9.93,13,27,27,13
10.48,13,27,27,13
9.67,13,26,27,13
9.81,13,26,27,13
10,13,26,27,13
10.09,13,27,28,13
10.12,14,27,27,13
9.75,14,27,27,13
10.04,14,27,27,13
10.08,14,27,27,13
10.06,14,27,27,13
9.8,14,27,27,13
10.02,14,27,27,13
10.06,14,27,27,13
10.07,14,27,27,13
9.81,14,27,26,13
10.87,14,27,26,13
9.22,14,27,27,13
10.09,14,27,27,13
9.77,14,27,27,13
9.97,14,27,27,13
10.14,14,27,27,13
10.08,14,27,27,13
9.79,14,27,27,13
9.98,14,27,27,13
10.33,14,28,27,13
10.69,14,28,27,13
8.96,14,28,27,13
10,14,28,27,13
10.06,14,28,27,13
10,14,28,27,13
9.96,14,28,27,13
9.95,14,28,27,13
10.09,14,28,27,13
10.08,14,28,27,13
9.86,14,28,27,13
11.97,14,28,27,13
8.03,14,28,27,13
10.17,14,28,27,13
9.85,14,28,27,13
9.85,14,28,27,13
10.15,14,28,27,13
10.05,14,28,27,12
9.85,15,28,27,12
9.92,15,28,28,12
10.1,15,28,27,12
10.12,15,28,27,12
9.84,15,28,28,12
9.92,15,28,28,12
10.16,15,28,28,12
10.04,15,28,28,12
9.91,15,28,28,12
9.86,15,28,28,12
10.06,15,28,28,12
10.11,15,28,28,12
9.87,15,28,28,12
9.93,15,28,28,12
10.04,15,28,29,12
10.15,15,28,29,12
9.86,15,28,29,12
9.9,15,28,28,12
10.05,15,28,28,12
10.14,15,28,28,12
9.93,15,28,28,12
9.9,15,28,28,12
9.99,15,28,28,12
10.17,15,28,28,12
9.82,15,28,27,12
10.38,15,28,27,12
9.6,16,28,27,12
10.56,15,28,28,12
9.43,15,28,28,12
9.98,15,29,28,12
10.02,15,29,28,12
10.13,15,29,28,12
9.95,15,29,28,12
9.9,15,29,28,12
9.97,15,29,28,12
10.15,15,29,28,12
9.84,15,30,29,12
9.95,15,29,28,12
10.01,15,29,28,12
10.17,15,29,28,12
9.82,15,30,29,12
9.98,16,30,29,12
9.99,16,30,28,12
10.12,17,29,28,12
9.88,15,29,28,12
9.99,16,29,28,12
9.99,16,29,28,12
10.09,16,29,28,11
9.9,17,29,28,11
9.99,17,29,28,11
10.07,17,29,28,11
10,17,29,28,11
9.91,17,29,28,11
9.99,17,29,28,11
10.06,17,29,28,11
10.04,16,29,28,12
9.88,16,29,28,12
9.95,16,29,28,12
10.12,16,29,28,12
9.99,16,30,29,12
9.91,16,30,29,12
9.96,16,30,29,12
10.11,16,30,29,12
10,16,30,29,12
9.91,16,30,29,12
9.97,16,30,29,12
10.08,16,30,29,12
10.06,16,30,29,12
9.86,16,30,29,12
9.96,16,30,29,12
10.08,16,30,29,12
10.06,16,30,29,12
9.9,16,29,29,12
9.95,16,30,29,12
10.07,16,30,29,12
10.14,16,30,29,12
9.71,16,29,29,12
10.01,16,30,29,12
10.38,16,30,29,12
9.81,17,30,29,11
9.77,17,30,29,11
10,17,30,29,11
10.17,17,30,29,11
9.99,17,30,29,11
9.79,17,30,29,11
10.05,17,30,29,11
11.64,17,30,29,11
8.44,17,30,29,11
9.83,17,30,29,11
10.12,17,30,29,11
9.99,17,30,29,11
10.06,17,31,30,11
10.16,17,31,30,11
11.22,17,31,30,11
8.49,17,31,30,11
10.18,17,31,30,11
9.81,17,31,31,11
9.94,17,31,32,11
10.08,17,31,33,11
10.09,17,31,32,11
11.28,17,31,31,11
8.51,17,31,30,11
10.12,17,30,30,11
10.11,17,30,30,11
9.72,17,30,30,11
10.04,17,30,30,11
10.18,17,31,30,11
11.06,17,30,29,11
8.68,17,30,29,11
10.05,17,30,29,11
10.03,17,30,29,11
10.08,17,30,29,11
9.81,17,30,29,11
10.43,17,30,29,11
10.58,17,30,29,11
9.19,17,30,29,11
9.91,17,30,29,11
9.83,17,30,29,11
10.12,17,30,29,11
10.07,17,30,29,11
9.8,17,30,29,11
10.85,17,30,29,11
9.23,17,30,29,11
10.16,17,30,29,11
9.84,17,30,29,11
9.88,17,30,29,11
10.07,17,30,29,11
10.45,17,30,29,11
10.11,17,30,29,11
9.33,17,30,29,11
10.1,17,30,29,11
10.09,17,30,29,11
9.85,17,30,29,11
10,17,30,29,11
10.03,17,30,29,11
10.42,17,30,29,11
9.51,17,30,29,11
9.91,17,30,29,11
10.15,17,30,29,11
10.06,17,30,29,11
9.86,17,30,29,11
9.9,17,30,29,11
10.32,17,30,29,11
9.9,17,30,29,11
9.84,17,30,29,11
9.95,17,30,29,11
10,17,30,29,11
10.19,17,30,29,11
9.81,17,30,29,11
10.11,17,30,29,11
9.85,17,30,29,11
10.15,17,30,29,11
9.85,17,30,29,11
9.96,17,30,29,11
10.03,17,30,29,11
10.18,17,30,29,11
9.83,17,30,29,11
9.91,17,31,30,11
10.06,17,31,30,11
10.12,17,31,30,11
9.86,17,31,36,11
10.07,17,31,36,11
9.91,17,32,36,11
10.16,17,32,47,12
9.85,17,32,47,12
9.97,17,32,54,12
10.03,17,32,53,12
10.12,17,32,56,12
9.84,17,32,56,12
9.96,17,33,57,12
10.07,17,33,57,12
10.06,17,33,59,12
9.87,19,35,59,12
9.98,19,35,61,12
9.98,19,35,61,12
10.16,19,35,64,12
9.94,21,38,64,12
10.07,21,38,67,12
9.8,21,38,67,12
9.98,22,40,70,12
10.02,22,40,69,12
9.95,22,40,72,12
10.12,23,42,72,12
9.92,23,42,72,12
9.98,23,42,72,12
9.98,24,42,73,12
10.11,25,43,73,12
10.46,26,43,76,12
9.43,26,43,76,12
9.96,19,45,77,12
10.09,19,45,76,12
9.99,19,45,79,12
9.92,19,45,79,12
10.06,20,47,82,12
9.99,17,47,82,12
10.27,17,47,84,13
9.66,18,50,84,13
9.98,19,50,85,13
10.07,19,50,85,13
9.99,20,52,85,13
10.8,21,52,85,13
9.04,21,52,85,13
10.1,21,53,85,13
10.09,18,53,88,14
9.82,18,53,87,14
10.26,19,54,87,14
9.86,19,54,87,14
10.02,19,54,89,14
9.83,19,54,89,14
9.98,20,54,88,14
10.07,20,54,88,14
10.07,20,54,90,14
9.97,20,56,89,14
9.88,18,56,91,14
10.05,18,56,91,14
10.15,18,57,92,15
9.72,18,57,92,15
10.01,18,57,93,15
10.12,19,59,93,15
10.1,20,59,93,15
9.79,20,59,93,15
9.98,20,59,93,15
10.16,20,59,93,15
10.02,20,59,93,15
9.78,21,62,93,15
10.02,20,62,94,15
10.1,20,62,94,15
10.12,21,64,95,16
9.72,21,64,95,16
10.03,21,64,96,16
10.08,22,66,95,16
10.04,20,66,95,16
9.86,20,66,95,16
10,20,66,95,16
10.03,19,66,95,16
10.1,20,68,95,16
10.92,20,68,95,16
8.9,20,68,95,16
10.07,20,71,96,16
10.07,22,71,97,17
9.84,22,71,97,17
10.03,22,72,98,17
10.02,21,72,98,17
10.07,21,72,98,17
9.84,21,74,98,17
9.98,21,74,97,17
10.13,22,76,97,17
10.03,23,76,97,17
9.79,23,76,97,17
9.98,24,80,96,17
10.12,26,80,96,17
10.04,26,80,96,17
9.83,26,81,96,17
9.96,28,81,95,17
10.13,29,82,95,17
10.07,30,82,95,17
9.79,30,82,95,17
9.95,30,84,94,17
10.12,30,84,94,17
10.13,30,84,94,18
9.89,31,84,94,18
9.85,32,85,93,18
10.08,31,85,93,18
10.1,31,85,93,18
9.87,31,86,93,18
9.94,31,86,92,18
10.16,31,86,92,18
10.03,32,86,92,19
9.84,32,86,92,19
10.02,32,86,91,19
10,32,86,91,19
10.07,32,87,92,20
9.93,34,87,92,20
10.02,34,86,91,20
10.02,32,86,91,20
10.07,32,87,92,20
9.71,31,87,92,20
10.02,31,88,91,20
10.22,34,88,91,20
10.07,34,88,91,21
9.72,33,87,91,21
10.4,33,87,91,21
9.84,33,87,91,21
10.02,31,87,91,21
9.74,31,87,91,21
9.98,31,87,91,21
10.97,32,88,91,21
9.09,34,88,91,21
10,34,89,91,21
9.87,34,89,91,21
10.03,34,88,91,21
10.12,34,88,90,22
9.94,34,88,91,22
9.85,34,89,91,22
10.04,34,89,91,22
10.15,35,90,91,22
9.85,36,90,91,22
9.96,36,90,91,22
10,36,90,91,22
10.13,36,90,91,22
9.87,36,90,91,22
9.99,36,90,91,22
9.98,36,90,91,22
11.21,36,91,91,22
8.8,36,91,91,22
10.07,36,91,90,22
9.96,36,91,90,22
10.11,36,91,90,22
9.88,37,91,90,22
9.92,37,91,90,22
9.98,35,91,90,22
10.17,35,91,91,23
9.83,35,91,91,23
9.97,35,91,90,23
9.99,35,91,90,23
10.23,35,91,90,23
9.78,35,91,91,23
10,35,91,90,23
9.97,35,91,90,23
10.36,35,91,90,23
9.64,35,91,90,23
9.99,36,91,90,23
9.96,36,91,90,23
10.12,36,91,90,24
9.88,36,92,90,24
10.01,36,92,90,24
10.04,36,92,90,24
10.03,36,92,90,24
9.9,36,92,90,24
9.96,36,92,90,24
10.09,36,92,90,24
10.44,36,92,90,24
9.48,36,92,90,24
9.98,36,92,90,24
10.06,36,92,90,24
10.04,36,92,90,24
9.88,36,92,90,24
9.95,36,92,90,24
10.11,36,92,90,24
10.38,36,92,90,24
9.52,37,93,90,24
9.97,36,93,90,24
10.1,36,93,90,24
10.07,35,93,90,25
9.83,34,93,90,25
9.99,34,93,90,25
