Physic_1,Physic_2,Physic_3,Physic_4,Physic_5
38,12,38,28,13
37,12,37,28,12
37,12,37,27,12
37,12,37,28,12
36,12,36,28,12
36,12,36,27,12
36,12,36,28,12
36,12,36,28,12
36,12,36,28,12
35,12,35,27,12
35,12,35,28,12
36,12,36,28,12
36,12,36,28,12
35,12,35,27,12
37,12,37,28,12
37,12,37,28,12
37,12,37,28,12
37,11,37,27,12
37,11,37,28,12
37,11,37,28,12
37,11,37,28,12
37,11,37,28,12
37,11,37,28,12
37,11,37,28,12
36,11,36,27,12
36,11,36,27,12
37,11,37,27,12
36,11,36,27,12
36,11,36,27,12
36,11,36,27,12
37,11,37,27,12
37,11,37,27,12
36,11,36,27,12
36,11,36,27,12
37,11,37,27,12
37,11,37,28,12
37,11,37,27,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
39,11,39,29,12
39,11,39,29,12
39,11,39,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
38,11,38,28,12
39,11,39,28,12
38,11,38,28,12
39,11,39,28,12
39,11,39,29,12
39,11,39,29,12
39,11,39,29,12
39,11,39,29,12
39,11,39,29,12
39,11,39,30,12
39,11,39,30,12
39,11,39,30,12
39,11,39,31,12
39,11,39,31,12
39,11,39,30,12
39,11,39,30,12
39,11,39,30,12
39,11,39,31,12
39,11,39,30,12
40,11,40,30,12
40,11,40,31,11
40,11,40,31,11
40,11,40,31,11
40,11,40,31,11
40,11,40,31,11
40,11,40,31,11
40,11,40,31,11
40,11,40,30,11
41,11,41,30,11
41,11,41,31,11
41,11,41,30,11
41,11,41,30,11
41,11,41,30,11
42,11,42,31,11
42,11,42,31,11
42,11,42,30,11
42,11,42,31,11
42,11,42,32,11
42,11,42,32,11
42,11,42,31,11
42,11,42,31,11
42,11,42,32,11
42,11,42,32,11
42,11,42,33,11
43,11,43,34,11
43,11,43,33,11
43,11,43,32,11
43,11,43,33,11
43,11,43,36,11
43,11,43,38,11
43,11,43,39,11
43,11,43,40,11
43,11,43,41,11
43,11,43,42,11
43,11,43,41,11
43,11,43,41,11
45,11,45,40,11
45,11,45,36,11
45,11,45,34,11
45,11,45,34,11
45,11,45,34,11
47,11,47,34,11
47,11,47,34,11
46,11,46,34,11
45,11,45,33,11
45,11,45,33,11
45,11,45,33,11
45,11,45,33,11
45,11,45,33,11
44,11,44,33,11
44,11,44,33,11
43,11,43,32,11
43,11,43,32,11
43,11,43,32,11
43,11,43,32,11
43,11,43,32,11
43,11,43,32,11
41,11,41,31,11
42,11,42,31,11
42,11,42,31,11
42,11,42,31,11
40,11,40,30,11
41,11,41,31,11
41,11,41,31,11
41,11,41,31,11
40,11,40,31,11
41,11,41,31,11
40,11,40,31,11
40,11,40,31,11
41,11,41,31,11
41,11,41,31,11
41,11,41,31,11
41,11,41,31,11
41,11,41,31,11
43,11,43,33,11
44,11,44,35,11
45,11,45,38,11
44,11,44,41,11
44,11,44,41,11
44,11,44,40,11
44,11,44,40,10
44,11,44,41,10
44,11,44,40,10
44,11,44,39,10
44,11,44,38,10
45,11,45,38,10
45,11,45,38,10
43,11,43,36,10
43,11,43,36,10
44,11,44,37,10
45,11,45,38,10
43,11,43,35,11
42,11,42,34,11
43,11,43,34,11
42,11,42,33,11
42,11,42,32,11
42,11,42,32,11
42,11,42,32,10
42,11,42,32,10
42,11,42,33,10
41,11,41,33,10
41,11,41,33,10
41,11,41,33,10
41,11,41,33,10
41,11,41,33,10
42,11,42,34,10
46,11,46,37,10
46,11,46,37,10
45,11,45,35,10
45,11,45,36,10
46,11,46,38,10
46,11,46,39,10
46,11,46,37,10
46,11,46,38,10
46,11,46,39,10
46,11,46,40,10
46,11,46,38,10
46,11,46,36,10
45,11,45,35,10
44,11,44,35,10
45,11,45,35,10
45,11,45,35,10
45,11,45,35,10
45,11,45,35,10
45,11,45,35,10
45,11,45,35,10
44,11,44,34,10
44,11,44,35,10
44,11,44,35,10
44,11,44,34,10
42,11,42,34,10
43,11,43,34,10
43,11,43,34,10
42,11,42,34,10
42,11,42,34,10
42,11,42,33,10
42,11,42,34,10
42,11,42,33,10
41,11,41,33,10
41,11,41,33,10
41,11,41,33,10
41,11,41,32,10
40,11,40,32,10
40,11,40,32,10
40,11,40,32,10
39,11,39,32,10
39,11,39,31,10
39,11,39,31,10
40,11,40,31,10
40,11,40,32,10
40,11,40,32,10
40,11,40,32,10
40,11,40,32,10
40,11,40,32,10
40,11,40,31,10
40,11,40,32,10
40,11,40,32,10
39,11,39,31,10
39,11,39,31,10
39,11,39,31,10
40,11,40,31,10
40,11,40,31,10
40,11,40,31,10
39,11,39,31,10
39,11,39,31,10
39,11,39,31,10
38,11,38,31,10
38,11,38,30,10
37,11,37,30,10
37,11,37,30,10
37,11,37,29,10
36,11,36,29,10
37,11,37,29,10
37,11,37,30,10
37,11,37,30,10
37,11,37,29,10
37,11,37,29,10
38,11,38,30,10
37,11,37,29,10
37,11,37,29,10
37,11,37,30,10
38,11,38,30,10
37,11,37,29,10
37,11,37,29,10
38,11,38,29,10
38,11,38,30,10
38,11,38,29,10
37,11,37,29,10
38,11,38,29,10
38,11,38,29,10
37,11,37,29,10
37,11,37,29,10
38,11,38,29,10
38,11,38,30,10
37,11,37,29,10
37,11,37,29,10
38,11,38,29,10
38,11,38,30,10
38,11,38,29,10
38,11,38,29,10
38,11,38,29,10
39,11,39,29,10
38,11,38,29,10
38,11,38,29,10
38,11,38,29,10
38,11,38,29,10
39,11,39,30,10
39,11,39,29,10
38,11,38,29,10
39,11,39,29,10
38,11,38,29,10
38,11,38,28,10
38,11,38,28,10
38,11,38,29,10
38,11,38,29,10
38,11,38,28,10
38,11,38,28,10
38,11,38,28,10
39,11,39,29,10
39,11,39,29,10
39,11,39,29,10
39,11,39,29,10
40,11,40,30,10
40,11,40,29,10
39,11,39,29,10
40,11,40,29,10
40,11,40,30,10
40,11,40,29,10
39,11,39,29,10
39,11,39,29,10
39,11,39,29,10
40,11,40,30,10
40,11,40,29,10
40,11,40,29,10
40,11,40,30,10
40,11,40,30,10
40,11,40,30,10
40,11,40,30,10
40,11,40,30,10
40,11,40,30,10
40,11,40,30,10
39,11,39,29,10
40,11,40,30,10
40,11,40,30,10
39,11,39,29,10
39,11,39,29,10
39,11,39,29,10
39,11,39,29,10
39,11,39,29,10
38,11,38,29,10
38,11,38,29,10
39,11,39,29,10
39,11,39,29,10
38,11,38,28,10
38,11,38,28,10
38,11,38,28,9
39,11,39,29,9
38,11,38,28,9
38,11,38,28,9
38,11,38,28,9
38,11,38,28,9
38,11,38,28,9
38,11,38,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
38,11,38,28,9
38,11,38,28,9
39,11,39,28,9
39,11,39,28,9
38,11,38,27,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
40,11,40,29,9
39,11,39,28,9
38,11,38,28,9
38,11,38,28,9
39,11,39,28,9
39,11,39,28,9
38,11,38,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,29,9
39,11,39,28,9
39,11,39,28,9
39,11,39,28,9
39,11,39,29,9
40,11,40,29,9
40,11,40,29,9
40,11,40,29,9
41,11,41,30,9
41,11,41,30,9
41,11,41,30,9
40,11,40,29,9
40,11,40,29,9
40,11,40,29,9
40,11,40,29,9
43,11,43,29,9
43,11,43,29,9
43,11,43,29,9
43,11,43,29,9
43,11,43,28,9
43,11,43,29,9
43,11,43,29,9
43,11,43,28,9
45,11,45,28,9
45,11,45,28,9
45,11,45,28,9
45,11,45,28,9
47,11,47,27,9
47,11,47,28,9
47,11,47,28,9
47,11,47,28,9
49,11,49,27,9
49,11,49,28,9
49,11,49,28,9
49,11,49,28,9
51,11,51,28,9
51,11,51,28,9
51,11,51,28,9
51,11,51,27,9
52,11,52,27,9
52,11,52,28,9
52,11,52,28,9
52,12,52,27,9
53,12,53,27,9
53,12,53,27,9
53,12,53,27,9
53,12,53,26,9
55,12,55,26,9
55,12,55,26,9
55,12,55,26,9
55,12,55,25,9
58,12,58,25,9
58,12,58,25,9
58,12,58,25,9
60,12,60,25,9
60,12,60,24,9
60,12,60,24,9
60,13,60,24,9
61,13,61,24,9
61,13,61,24,9
61,13,61,24,9
62,13,62,24,9
62,13,62,24,9
62,13,62,23,9
62,13,62,23,9
65,13,65,23,9
65,13,65,23,9
65,14,65,23,9
67,14,67,23,9
67,14,67,23,9
67,14,67,23,9
69,14,69,23,9
69,14,69,23,9
69,14,69,22,9
69,14,69,22,9
72,14,72,22,9
72,14,72,22,9
72,15,72,22,9
75,15,75,22,9
75,15,75,21,9
75,15,75,21,9
77,15,77,21,9
77,15,77,21,9
77,15,77,21,9
80,15,80,21,9
80,15,80,21,9
80,16,80,21,9
80,16,80,21,9
80,16,80,21,10
80,16,80,21,10
83,16,83,21,10
83,16,83,21,10
85,16,85,21,10
85,16,85,21,10
85,17,85,21,10
89,17,89,21,10
89,17,89,21,10
89,17,89,21,10
94,17,94,21,10
94,18,94,20,10
98,18,98,20,10
98,18,98,20,10
98,18,98,20,10
100,18,100,20,10
100,19,100,20,10
102,19,102,20,10
102,19,102,20,10
102,19,102,20,10
104,19,104,20,10
104,20,104,20,10
105,20,105,20,10
105,20,105,20,10
108,20,108,20,10
108,20,108,20,10
108,21,108,20,10
110,21,110,20,10
110,21,110,20,10
112,21,112,20,10
112,22,112,20,10
113,22,113,20,10
113,22,113,20,10
114,22,114,20,10
114,23,114,20,10
115,23,115,20,10
115,23,115,20,10
117,23,117,20,10
117,23,117,20,10
117,23,117,20,10
117,24,117,20,11
118,24,118,20,11
118,24,118,20,11
119,24,119,20,11
119,24,119,20,11
121,24,121,20,11
121,25,121,20,11
121,25,121,20,11
122,25,122,20,11
122,25,122,20,11
123,25,123,20,11
123,25,123,20,11
123,25,123,20,11
123,26,123,20,11
123,26,123,20,11
123,26,123,20,11
124,26,124,20,11
124,26,124,20,11
124,26,124,20,11
125,26,125,20,11
125,26,125,20,11
126,26,126,20,12
126,27,126,20,12
126,27,126,20,12
126,27,126,20,12
126,27,126,20,12
125,27,125,20,12
125,27,125,20,12
125,27,125,20,12
125,28,125,21,12
125,28,125,21,12
125,28,125,21,12
125,28,125,21,12
125,28,125,21,12
125,28,125,21,12
125,28,125,21,12
125,28,125,21,12
125,28,125,21,12
124,28,124,21,12
124,28,124,21,12
124,28,124,21,13
124,28,124,21,13
124,28,124,21,13
123,28,123,21,13
123,28,123,21,13
123,28,123,21,13
123,28,123,21,13
123,28,123,21,13
123,28,123,21,13
122,28,122,21,13
122,28,122,21,13
122,28,122,21,13
122,28,122,21,13
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,21,14
122,28,122,22,14
122,28,122,22,14
122,28,122,22,14
121,28,121,22,14
121,28,121,22,15
121,28,121,22,15
122,28,122,22,15
122,28,122,22,15
122,28,122,22,15
121,28,121,22,15
121,28,121,22,15
121,28,121,22,15
121,28,121,22,15
121,28,121,22,15
121,28,121,22,15
121,28,121,22,16
121,28,121,22,16
121,28,121,22,16
119,28,119,22,16
120,28,120,22,16
116,28,116,22,16
112,28,112,22,16
112,27,112,22,16
105,27,105,22,16
105,27,105,22,16
100,27,100,22,16
92,27,92,22,16
92,27,92,22,16
89,27,89,22,16
89,27,89,22,16
83,27,83,22,16
80,26,80,23,16
80,26,80,23,16
78,26,78,23,16
78,25,78,23,17
75,25,75,23,17
75,25,75,23,17
73,25,73,23,17
73,24,73,23,17
70,24,70,23,17
70,24,70,23,17
76,24,76,23,17
76,23,76,23,17
74,23,74,23,17
74,23,74,23,17
78,23,78,23,17
77,22,77,23,17
74,22,74,23,17
72,22,72,23,17
69,22,69,23,17
67,22,67,23,17
65,22,65,23,17
62,22,62,23,17
60,22,60,23,17
58,21,58,23,17
55,21,55,23,18
53,21,53,23,18
50,21,50,23,18
48,21,48,23,18
45,21,45,23,18
43,21,43,23,18
43,20,43,23,18
41,20,41,23,18
40,20,40,23,18
39,20,39,23,18
38,20,38,23,18
36,19,36,23,18
34,19,34,23,18
33,19,33,23,18
32,19,32,23,18
30,19,30,23,18
29,18,29,23,18
30,18,30,23,18
30,18,30,23,18
31,18,31,23,18
31,18,31,23,18
31,17,31,23,18
32,17,32,23,18
32,17,32,23,18
32,17,32,23,18
33,17,33,23,18
33,17,33,23,18
33,17,33,23,18
33,17,33,23,18
33,16,33,23,18
33,16,33,23,18
33,16,33,23,18
33,16,33,23,18
32,16,32,23,18
32,16,32,23,18
32,16,32,23,18
32,16,32,22,18
32,16,32,22,18
32,16,32,22,18
32,16,32,22,18
32,16,32,22,18
32,16,32,22,18
31,16,31,22,18
31,16,31,22,18
31,16,31,22,18
31,16,31,22,18
31,16,31,22,18
31,16,31,23,18
30,16,30,23,18
29,16,29,23,18
29,16,29,23,18
29,16,29,22,18
28,15,28,22,18
29,15,29,22,18
29,15,29,22,18
28,15,28,22,18
28,15,28,22,18
27,15,27,22,18
27,15,27,22,18
28,15,28,22,18
27,15,27,22,18
27,15,27,22,18
27,15,27,22,18
27,15,27,22,18
27,15,27,22,18
27,15,27,22,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
27,15,27,23,18
31,15,31,23,18
34,15,34,23,18
40,14,40,23,18
40,14,40,23,18
40,14,40,23,18
40,15,40,23,18
40,15,40,23,18
40,15,40,23,18
40,15,40,23,18
40,15,40,23,18
40,15,40,23,18
40,15,40,23,18
42,15,42,23,18
42,15,42,23,18
42,16,42,23,18
44,16,44,23,18
44,16,44,23,18
45,16,45,23,18
45,16,45,23,18
45,16,45,23,18
46,16,46,23,18
46,16,46,23,18
46,16,46,23,18
48,16,48,23,18
48,16,48,23,18
48,16,48,23,18
47,16,47,23,18
47,16,47,23,18
47,16,47,23,18
48,16,48,23,18
48,16,48,23,18
48,16,48,23,18
47,16,47,23,18
47,16,47,23,18
47,16,47,23,18
51,16,51,23,18
51,16,51,23,18
55,16,55,23,18
55,16,55,23,18
55,16,55,23,18
58,16,58,23,18
58,16,58,23,18
58,16,58,22,18
62,16,62,22,18
62,16,62,22,18
62,16,62,22,18
65,16,65,22,18
65,16,65,22,18
68,17,68,22,18
68,17,68,22,18
68,17,68,22,18
71,17,71,22,18
71,17,71,22,18
71,17,71,22,18
75,17,75,21,18
75,17,75,21,18
78,18,78,21,18
78,18,78,21,18
78,18,78,21,18
81,18,81,21,18
81,18,81,21,18
83,18,83,21,18
83,18,83,21,18
83,19,83,21,18
84,19,84,21,18
84,19,84,21,18
86,19,86,21,18
86,19,86,21,18
86,19,86,21,18
88,19,88,21,18
88,20,88,21,18
89,20,89,21,18
89,20,89,21,18
90,20,90,20,18
90,20,90,20,18
90,21,90,20,18
91,21,91,20,18
91,21,91,20,18
91,21,91,20,18
91,21,91,20,18
91,21,91,20,18
91,22,91,20,18
91,22,91,20,18
91,22,91,20,18
91,22,91,20,18
91,22,91,20,18
93,22,93,20,18
93,22,93,20,18
94,22,94,20,18
94,22,94,20,18
95,22,95,20,18
95,22,95,20,18
96,22,96,20,18
96,22,96,20,18
97,23,97,20,18
97,23,97,20,18
98,23,98,20,18
98,23,98,20,18
98,23,98,20,18
98,23,98,20,18
98,23,98,21,19
98,23,98,21,19
100,23,100,21,19
100,23,100,21,19
100,23,100,21,19
100,24,100,21,19
99,24,99,21,19
99,24,99,21,19
100,24,100,21,19
100,24,100,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
101,24,101,21,19
102,24,102,21,19
102,25,102,21,19
102,25,102,21,19
102,25,102,21,19
102,25,102,21,19
102,25,102,21,19
102,25,102,21,19
102,25,102,21,19
102,25,102,21,19
102,25,102,21,19
102,25,102,21,19
103,25,103,21,19
103,25,103,21,19
103,25,103,21,20
102,25,102,21,20
102,25,102,21,20
102,25,102,21,20
102,25,102,21,20
103,25,103,21,20
103,24,103,21,20
102,24,102,21,20
102,24,102,21,20
102,24,102,21,20
102,24,102,21,20
102,24,102,21,20
102,23,102,21,20
103,23,103,21,20
103,23,103,21,20
99,23,99,21,20
99,23,99,21,20
93,23,93,21,20
87,22,87,21,20
88,22,88,20,20
87,22,87,20,20
86,22,86,20,20
84,21,84,20,20
82,21,82,20,20
81,21,81,20,20
79,21,79,20,20
77,21,77,20,20
76,21,76,20,21
74,21,74,20,21
72,21,72,20,21
70,21,70,20,21
67,21,67,20,21
66,21,66,20,21
64,21,64,21,21
61,21,61,21,21
59,21,59,21,21
57,21,57,21,21
54,21,54,21,21
52,21,52,21,21
50,21,50,21,21
48,21,48,21,21
46,21,46,21,21
43,21,43,21,21
41,21,41,21,21
40,21,40,21,21
37,21,37,21,21
36,20,36,21,21
34,20,34,22,21
34,20,34,22,21
33,20,33,22,21
32,20,32,22,21
31,20,31,22,21
30,20,30,22,21
29,19,29,22,21
28,19,28,22,21
27,19,27,22,21
25,19,25,22,21
25,19,25,22,21
25,18,25,22,21
26,18,26,22,21
27,18,27,22,21
27,18,27,22,21
28,18,28,22,21
28,18,28,22,21
28,18,28,22,21
28,18,28,22,21
28,18,28,22,21
29,18,29,22,21
29,18,29,22,21
28,18,28,22,21
28,18,28,22,21
28,18,28,22,21
28,18,28,22,21
28,18,28,22,21
28,18,28,22,21
27,18,27,22,21
27,17,27,22,21
27,17,27,22,21
27,17,27,22,21
27,17,27,22,21
26,17,26,22,21
26,17,26,22,21
26,17,26,22,21
26,17,26,22,21
25,17,25,22,21
25,17,25,22,21
25,17,25,22,21
25,17,25,22,21
24,17,24,22,21
24,17,24,22,21
24,17,24,22,21
24,17,24,22,21
24,17,24,22,21
24,17,24,22,21
24,17,24,22,21
23,17,23,22,21
24,17,24,22,21
24,17,24,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
23,17,23,23,21
24,17,24,23,21
24,17,24,23,21
24,17,24,23,21
24,17,24,23,21
24,17,24,23,21
24,17,24,23,21
24,17,24,23,21
24,16,24,23,21
24,16,24,23,21
23,16,23,23,21
23,16,23,23,21
24,16,24,23,21
24,16,24,23,21
24,16,24,23,21
24,16,24,23,21
24,16,24,23,21
24,16,24,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
26,16,26,23,21
26,16,26,23,21
26,16,26,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,16,25,23,21
25,15,25,23,21
25,15,25,23,21
25,15,25,23,21
25,15,25,23,21
26,15,26,23,21
26,15,26,23,21
26,15,26,23,21
27,15,27,23,21
27,15,27,23,21
27,15,27,23,21
26,15,26,23,21
26,15,26,23,21
26,15,26,23,21
26,15,26,23,21
26,15,26,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
24,15,24,23,20
24,15,24,23,20
24,15,24,23,20
24,15,24,23,20
24,15,24,23,20
24,15,24,23,20
24,15,24,23,20
24,15,24,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,20
25,15,25,23,19
25,15,25,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,20
24,15,24,23,20
25,15,25,23,20
25,15,25,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
24,15,24,23,19
25,15,25,23,19
25,15,25,23,19
25,15,25,23,19
25,15,25,23,19
25,15,25,23,19
25,15,25,23,19
25,15,25,23,19
25,15,25,23,19
25,14,25,23,19
24,14,24,23,19
24,14,24,23,19
24,14,24,23,19
25,14,25,23,19
25,14,25,23,19
25,14,25,23,18
25,14,25,23,18
25,14,25,23,18
25,14,25,23,18
25,14,25,23,18
25,14,25,23,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
25,14,25,24,18
26,14,26,24,18
26,14,26,24,17
26,14,26,24,17
26,14,26,24,17
26,14,26,24,17
26,14,26,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
28,13,28,24,17
28,13,28,24,17
27,13,27,24,17
28,13,28,24,17
28,13,28,24,17
28,13,28,24,17
28,13,28,24,17
28,13,28,24,17
28,13,28,24,17
28,13,28,24,17
28,13,28,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,13,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
27,14,27,24,17
28,14,28,25,17
28,13,28,25,17
27,13,27,25,17
27,13,27,25,17
27,13,27,25,17
27,13,27,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,14,28,25,17
28,14,28,25,17
28,14,28,25,17
28,14,28,25,17
28,14,28,25,17
28,14,28,25,17
28,14,28,25,17
28,14,28,25,17
28,14,28,25,17
28,14,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
28,13,28,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,13,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,14,29,25,17
29,13,29,25,17
29,13,29,25,16
29,13,29,25,16
28,13,28,25,16
28,13,28,25,16
28,13,28,25,16
27,13,27,25,16
27,13,27,25,16
27,13,27,25,16
27,13,27,25,16
27,13,27,25,16
27,13,27,25,16
27,13,27,25,16
27,13,27,25,16
27,13,27,25,16
28,13,28,25,16
28,13,28,25,16
28,13,28,25,16
28,13,28,25,16
28,13,28,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
30,13,30,25,16
30,13,30,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
30,13,30,25,16
29,13,29,25,16
29,13,29,25,16
29,13,29,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,16
30,13,30,25,15
30,13,30,25,15
29,13,29,25,15
29,13,29,25,15
28,13,28,25,15
28,13,28,25,15
28,13,28,25,15
27,13,27,25,15
27,13,27,25,15
