Physic_1,Physic_2,Physic_3,Physic_4
171,22,8,49
185,24,8,51
196,25,8,52
178,26,9,39
144,25,9,36
124,23,10,35
112,22,10,35
100,21,10,35
90,20,10,34
83,19,10,34
80,17,10,34
78,15,10,34
81,14,10,35
85,13,10,35
89,13,10,34
87,13,10,33
85,13,10,34
87,13,10,36
92,14,10,37
102,14,10,38
117,15,10,43
138,16,10,47
173,18,10,52
203,22,10,56
220,25,11,62
226,27,12,63
223,28,12,61
217,29,13,54
189,28,14,44
163,26,15,39
140,25,16,36
121,22,16,35
113,20,16,37
111,19,16,38
107,19,16,36
101,19,16,34
92,19,16,34
86,18,16,34
82,18,16,34
80,19,16,36
85,19,16,38
92,20,16,38
96,20,16,38
101,20,16,39
106,21,16,39
113,21,16,40
117,21,16,40
122,21,16,40
125,22,16,40
128,22,17,41
132,22,17,41
136,21,17,41
139,20,17,41
141,20,17,41
142,20,17,41
143,21,18,41
143,21,18,41
144,21,18,41
146,21,18,41
147,21,18,41
147,22,19,41
148,22,19,41
149,22,19,42
149,22,19,42
149,22,19,42
149,23,20,42
149,23,20,42
148,23,20,42
147,23,20,42
147,24,21,42
146,24,21,42
145,24,21,42
144,24,21,42
143,24,21,42
142,25,21,42
141,25,22,42
140,25,22,42
138,25,22,42
137,25,22,42
137,25,22,42
123,25,22,36
108,25,22,36
94,24,22,36
87,22,22,35
83,21,22,35
82,20,22,36
81,19,22,36
81,19,22,36
80,18,22,35
78,18,22,35
76,17,22,34
74,17,22,34
72,17,22,34
71,17,22,34
70,16,22,34
69,16,22,33
68,16,22,33
67,16,22,33
67,16,22,33
66,16,21,33
66,16,21,33
66,16,21,33
66,16,21,33
66,16,21,33
66,16,21,33
66,16,21,33
66,16,21,33
66,16,21,33
66,16,21,33
67,16,20,33
67,15,20,33
67,15,20,33
68,15,20,33
68,15,20,33
69,15,19,33
69,15,19,33
70,15,19,33
70,14,18,33
71,14,17,33
71,14,17,33
72,14,17,33
73,13,16,33
74,13,16,33
75,13,15,33
76,12,15,33
77,12,14,34
80,12,14,34
82,12,14,34
84,12,14,34
86,12,13,34
88,12,13,34
89,12,13,34
89,12,13,34
89,12,13,34
90,12,13,34
90,12,13,34
89,12,13,33
89,12,12,33
89,12,12,33
89,11,12,33
90,11,12,34
93,11,12,34
96,11,11,35
100,11,11,35
102,11,11,34
101,11,11,34
100,11,11,34
100,11,11,34
100,11,11,34
99,11,11,34
99,11,11,34
99,11,11,34
100,11,11,34
100,11,11,35
105,11,11,36
108,12,11,36
112,12,11,36
117,13,11,37
121,13,11,37
124,14,11,38
128,15,11,39
135,15,11,41
148,16,11,42
157,16,11,42
165,17,11,42
169,18,11,42
171,19,11,42
164,19,11,36
144,19,12,34
127,18,12,34
116,16,12,33
110,14,12,35
110,13,12,36
112,13,12,36
112,12,12,34
110,12,12,34
108,12,12,34
105,12,12,33
102,12,12,33
100,12,12,33
97,11,12,33
96,11,12,33
95,11,12,33
95,11,12,33
95,11,12,33
95,11,12,33
95,12,12,33
95,12,12,34
96,12,12,35
99,12,12,36
106,12,12,39
114,12,12,43
138,13,12,48
194,16,12,59
234,21,12,69
244,25,13,77
226,28,13,50
193,28,14,44
166,27,14,39
143,24,14,36
124,21,15,35
115,18,15,36
113,16,15,37
114,15,15,37
115,14,15,36
114,14,14,35
112,13,14,34
108,13,14,34
104,12,14,33
100,12,13,33
98,12,12,33
96,11,11,33
96,11,11,33
95,11,11,34
96,11,11,34
97,11,11,34
97,11,11,34
97,11,10,34
97,11,10,34
97,11,11,33
97,11,11,33
96,11,11,33
96,11,10,33
96,11,10,33
96,11,10,33
95,11,10,33
96,11,10,36
101,11,10,37
113,11,10,39
123,12,10,40
136,13,10,41
152,15,10,44
165,17,10,45
177,19,10,46
184,21,11,47
190,22,11,48
197,23,11,49
190,24,12,43
178,24,12,43
172,23,12,43
170,23,13,43
169,22,13,43
166,22,13,42
163,21,14,42
160,21,14,42
158,21,14,42
150,20,14,35
131,20,14,34
117,18,15,34
107,16,15,34
104,15,15,35
104,14,15,35
105,13,15,35
106,13,15,34
103,13,15,34
100,13,15,33
97,13,14,33
94,13,14,32
90,12,14,32
88,12,14,33
87,12,14,33
86,12,14,33
85,12,14,33
85,12,14,33
85,12,14,33
84,12,14,33
84,12,14,33
84,12,14,33
83,12,14,33
83,12,14,33
83,12,14,33
83,12,13,33
83,12,14,33
83,12,13,33
83,12,13,33
83,12,13,33
83,12,13,33
83,12,13,33
87,12,13,36
95,12,13,40
111,12,13,47
152,13,13,50
192,17,13,52
198,21,13,41
169,23,14,39
146,21,14,35
128,19,14,34
116,16,14,33
110,15,14,35
111,13,14,36
112,13,14,36
112,13,14,34
108,13,14,33
103,13,14,33
100,13,14,33
95,12,14,33
92,12,14,33
91,12,14,33
89,12,14,33
88,12,14,33
88,12,14,33
87,12,14,33
86,12,14,33
86,12,14,33
85,12,14,33
84,12,14,33
84,12,14,33
83,12,14,33
83,12,14,33
82,12,14,33
82,12,14,33
82,12,14,34
86,12,14,35
92,12,14,35
97,13,14,35
99,13,14,36
102,13,14,36
105,13,14,36
108,13,13,35
104,14,13,32
97,13,13,32
93,13,13,33
92,12,13,33
91,12,13,34
95,12,13,34
96,11,13,34
95,12,13,34
95,11,13,34
95,11,13,34
94,12,13,34
94,12,13,34
93,11,12,34
93,11,12,33
93,11,12,33
93,11,12,33
94,11,12,34
95,11,11,34
96,11,11,34
96,11,11,34
98,11,10,34
99,11,10,34
101,11,10,34
102,11,10,34
102,11,9,34
102,11,9,34
101,11,9,34
103,11,9,35
105,11,9,36
110,11,9,39
130,12,9,43
150,14,9,46
180,17,8,51
209,21,8,59
225,25,8,64
225,28,9,61
215,29,10,51
182,29,11,42
152,27,11,38
129,25,12,36
113,22,12,35
104,21,11,36
98,21,11,34
87,20,11,34
85,19,11,36
90,17,11,38
99,16,11,38
110,14,10,38
118,14,10,39
128,14,10,42
142,15,10,43
154,16,9,45
170,18,9,46
183,20,9,47
189,21,9,48
194,22,9,49
198,23,10,49
192,24,10,44
181,23,10,40
159,22,10,36
138,20,10,34
122,18,10,34
115,15,10,36
115,14,10,37
117,15,10,37
117,15,9,37
123,15,9,39
134,15,9,42
154,16,9,45
172,17,9,46
180,20,9,45
180,21,9,45
184,22,9,46
187,23,10,47
181,23,10,39
156,22,10,36
136,21,10,34
121,18,11,34
113,16,11,35
111,15,11,36
110,15,11,36
107,15,11,34
101,15,11,33
93,15,11,33
89,14,11,33
85,14,11,33
82,14,11,33
80,14,12,33
78,14,12,33
76,14,12,33
75,14,12,33
73,14,12,33
72,14,12,33
71,14,12,33
71,14,13,33
70,14,13,33
69,15,13,33
70,15,13,34
73,15,13,35
81,16,13,37
90,16,14,38
98,17,14,38
105,18,14,38
110,19,15,38
112,20,15,38
112,20,15,38
112,20,16,38
112,20,16,38
112,21,16,38
113,21,16,38
113,21,17,39
114,22,17,39
115,21,17,39
117,20,18,39
118,20,18,39
119,21,18,39
119,21,18,39
120,21,18,39
120,21,18,39
120,21,18,39
115,21,18,36
101,22,18,34
90,22,19,34
83,21,18,34
78,21,18,34
74,20,18,34
72,20,18,34
70,20,18,34
69,19,18,34
66,19,18,33
64,19,18,33
63,19,18,33
62,19,18,33
62,19,17,33
61,19,17,33
61,19,17,33
61,19,17,34
66,19,17,36
73,19,17,37
80,19,17,38
88,20,17,39
98,21,17,40
106,22,17,41
113,22,17,41
119,22,17,41
125,22,17,41
148,23,17,52
183,24,17,53
194,26,17,52
196,27,18,52
189,28,18,42
159,26,19,39
131,25,19,36
114,24,19,35
102,23,19,35
93,22,19,36
88,22,19,36
81,22,19,34
76,21,19,34
72,21,19,34
69,20,19,34
66,20,19,34
63,20,19,33
60,20,19,33
59,20,18,33
58,20,18,33
58,20,18,33
58,20,18,33
58,20,18,33
57,20,18,33
58,20,18,34
58,20,18,34
59,19,17,34
59,19,17,34
59,19,17,34
60,19,17,34
60,19,17,34
61,19,17,34
61,18,17,34
62,18,17,34
62,18,17,34
63,18,17,34
63,18,16,34
64,18,16,34
64,18,16,34
65,18,16,34
65,17,15,34
66,17,15,34
66,17,15,34
66,17,15,34
66,17,15,34
67,17,14,34
67,16,14,34
67,16,14,34
68,16,14,34
68,16,14,34
68,16,14,34
68,16,13,34
69,15,13,34
69,15,13,33
69,15,13,33
69,15,13,33
69,15,12,33
69,15,12,33
70,14,12,33
71,14,12,33
71,14,12,33
72,14,12,33
72,14,12,33
75,14,12,34
77,14,12,33
77,13,11,33
77,13,11,33
77,13,11,33
77,13,11,33
77,14,11,33
81,14,10,36
91,14,10,38
101,14,10,38
109,15,10,38
115,15,10,38
124,16,10,40
131,16,10,40
138,16,10,40
141,17,10,40
144,17,10,40
147,18,10,40
149,18,10,40
149,19,10,40
149,19,10,40
149,19,11,40
149,19,11,40
148,20,11,40
148,20,11,40
148,20,12,40
147,20,12,41
148,20,12,41
148,21,12,41
147,21,13,41
148,21,13,41
150,19,13,41
155,18,14,41
158,17,14,41
159,18,14,41
160,18,14,41
161,18,15,41
161,18,15,41
163,19,15,41
163,19,15,41
163,19,15,41
161,20,16,39
142,20,16,34
125,20,16,34
111,20,16,34
99,19,16,34
92,19,16,34
87,18,16,34
82,18,16,34
79,18,16,34
76,18,16,34
74,17,16,34
71,17,16,33
68,18,16,33
66,18,16,33
65,17,16,33
64,17,15,33
63,17,15,33
63,17,15,33
62,17,15,33
62,17,15,33
62,17,15,33
62,17,15,33
62,17,15,33
62,17,15,33
62,17,15,34
72,17,15,40
91,17,15,45
128,18,15,49
162,22,15,49
162,24,15,39
143,23,15,36
122,21,15,35
110,19,16,34
102,19,16,36
99,19,15,36
96,18,15,34
89,18,15,34
84,18,15,36
86,19,15,37
98,20,15,43
128,20,15,53
192,23,15,63
223,26,16,64
221,29,16,58
193,29,17,46
173,27,18,41
150,26,18,36
124,24,18,35
109,22,18,36
103,22,19,36
97,22,19,36
89,21,19,34
82,21,18,34
75,20,18,34
71,20,18,34
69,20,18,34
67,19,18,34
65,19,18,34
63,19,18,34
66,19,18,39
78,20,17,41
96,21,17,41
108,22,17,43
133,23,17,47
161,24,17,51
181,25,18,51
190,27,18,51
190,28,18,50
182,28,19,45
165,26,19,39
137,25,20,36
117,25,20,35
100,24,20,35
91,23,20,35
84,23,20,35
79,22,20,35
75,22,20,34
70,22,20,34
66,21,20,34
64,21,19,34
62,21,19,34
61,21,19,34
59,20,19,34
58,20,19,34
57,21,19,34
57,21,19,34
57,21,19,34
57,20,19,34
57,20,19,34
57,20,19,34
57,20,18,34
58,20,18,34
58,20,18,34
58,20,18,34
59,20,18,34
59,19,18,34
60,19,18,34
61,19,17,34
61,19,17,34
62,19,17,34
63,18,17,34
63,18,17,34
64,18,16,34
64,18,16,34
65,17,16,34
65,17,15,34
65,17,15,34
65,17,15,34
66,17,14,34
66,16,14,33
65,16,14,33
65,16,14,33
65,16,14,33
65,15,13,33
66,15,13,33
66,15,13,33
67,15,13,33
70,15,13,37
81,15,13,39
97,15,13,39
107,16,13,40
118,18,13,40
126,19,13,40
132,19,13,40
137,19,14,40
139,19,14,40
141,20,14,40
143,20,14,41
145,19,14,41
149,18,14,41
153,18,15,41
156,18,15,41
158,18,15,41
156,18,15,36
137,19,15,34
121,19,15,34
114,21,15,41
126,21,15,43
142,21,15,44
154,22,16,46
175,23,16,54
205,25,16,58
218,28,17,62
219,29,17,61
216,30,18,61
213,28,18,51
187,27,19,42
164,26,19,39
136,26,20,36
117,24,20,35
103,23,20,35
95,23,20,36
89,22,20,34
81,22,20,34
78,23,19,37
85,23,19,40
97,24,19,41
106,24,19,41
113,24,19,41
117,25,19,41
121,25,20,42
125,25,20,42
128,25,20,42
130,26,20,42
131,26,20,42
133,25,20,39
118,25,20,36
101,25,20,35
90,25,20,35
83,24,20,35
78,23,20,34
73,22,20,35
71,22,20,35
70,22,20,35
69,21,20,35
66,21,20,34
63,21,20,34
62,21,20,34
61,21,20,34
60,21,20,34
59,21,19,34
59,21,19,34
59,21,19,34
58,20,19,34
58,20,19,34
58,20,18,34
59,20,18,34
59,20,18,34
59,20,17,34
60,19,17,34
61,19,17,34
62,18,16,34
63,18,16,34
64,18,15,34
64,17,15,34
65,17,15,34
65,17,14,34
66,16,14,34
67,16,14,34
67,16,14,33
66,16,14,33
65,16,14,33
65,16,13,33
66,15,13,33
66,15,13,33
67,15,13,33
67,15,13,33
68,15,13,33
68,15,13,33
69,15,13,33
69,15,13,33
71,15,13,36
78,15,13,33
76,16,13,33
73,16,13,33
71,15,13,33
71,15,13,33
71,15,13,33
71,15,12,33
71,14,12,33
71,14,12,33
72,14,12,33
73,13,11,34
75,13,11,34
77,13,11,33
76,13,11,33
77,13,11,34
80,13,11,34
80,13,10,33
80,13,10,33
80,12,10,33
80,12,10,33
80,12,10,33
80,12,10,33
80,12,10,33
81,12,10,33
81,12,10,33
81,12,10,33
81,12,9,33
81,12,9,33
83,12,10,39
100,12,9,41
113,13,9,41
130,16,9,42
140,17,9,43
151,18,9,39
139,18,9,34
123,18,9,34
112,15,9,34
106,13,9,34
107,13,9,35
108,13,9,35
106,13,9,34
102,13,9,35
103,15,9,39
114,15,9,43
144,16,9,47
168,17,9,47
184,20,9,47
187,22,9,48
194,23,10,49
199,24,10,48
188,24,10,41
163,24,11,39
148,23,11,38
138,22,12,38
130,21,12,38
125,20,12,38
120,19,12,37
119,18,13,37
120,17,13,37
121,16,13,37
122,16,14,37
123,17,14,37
123,17,14,37
123,17,14,37
123,17,15,37
123,18,15,37
123,18,15,37
123,18,15,38
123,18,15,38
127,18,15,42
150,19,15,52
204,23,15,64
230,27,16,69
234,29,16,69
232,30,17,65
216,28,18,52
201,26,18,48
193,24,19,42
173,24,19,39
144,24,20,35
123,24,20,35
107,23,20,34
95,23,20,34
90,24,20,37
94,24,20,38
103,24,20,42
117,25,20,45
136,26,20,46
145,26,20,46
155,27,20,47
163,27,20,47
168,28,21,48
171,28,21,48
175,27,21,48
172,27,22,41
146,26,22,37
124,26,22,35
103,28,22,35
89,27,22,35
79,26,23,35
73,25,23,35
69,24,22,34
66,22,23,34
64,21,22,34
64,20,22,35
65,19,22,35
67,19,22,35
70,18,22,35
72,17,22,35
73,17,22,34
72,17,22,34
71,16,22,33
69,16,22,33
67,16,22,33
66,16,22,33
65,16,22,33
65,16,22,33
64,16,21,33
64,16,21,33
64,15,21,33
65,15,21,33
65,15,21,33
66,15,21,33
66,15,21,33
66,15,21,33
67,15,21,33
67,15,21,33
67,15,20,33
67,15,20,33
67,15,20,33
67,15,19,33
68,15,19,33
68,15,19,33
69,14,19,33
69,14,18,33
70,14,18,33
70,14,18,33
71,14,17,33
71,14,17,33
72,13,17,33
73,13,17,33
74,13,17,33
75,13,17,33
76,13,16,33
77,13,16,33
78,13,16,33
78,13,16,33
78,13,16,33
79,13,16,33
79,13,16,33
79,13,16,33
79,13,16,33
79,13,16,33
79,13,16,33
79,13,16,33
79,13,16,33
79,13,16,33
79,13,16,33
80,13,16,33
80,13,16,33
80,13,16,33
80,13,16,33
80,13,16,33
80,13,15,33
80,13,15,33
80,12,14,33
81,12,14,33
81,12,14,33
82,12,13,34
84,12,13,34
87,12,13,34
89,12,13,34
89,12,13,34
90,12,13,34
91,12,13,34
91,12,13,34
91,12,13,34
92,12,13,34
92,12,12,34
92,11,12,34
93,11,12,34
94,11,12,34
94,11,12,34
94,11,12,34
95,11,12,34
95,11,12,34
95,11,12,34
95,12,12,34
95,12,12,34
96,12,12,35
99,12,12,36
104,12,12,36
108,13,12,36
112,13,12,37
117,13,12,38
123,14,12,38
133,14,12,41
146,15,12,44
170,17,12,47
185,19,12,47
190,21,12,47
192,22,13,48
198,23,13,49
200,24,13,49
201,25,14,50
200,25,14,45
174,25,15,39
151,24,15,36
130,22,15,35
117,20,15,35
108,17,16,36
107,15,16,36
108,15,16,36
109,14,16,36
109,14,16,35
106,14,16,34
101,14,16,33
96,13,16,33
92,13,16,33
89,13,16,33
86,13,16,33
84,13,15,33
83,13,15,33
82,13,15,33
81,13,15,33
80,12,15,33
79,13,15,33
79,13,15,33
78,12,15,33
78,12,15,33
78,12,14,33
78,12,14,33
79,12,14,33
80,12,13,33
82,11,13,34
85,11,13,34
86,11,12,34
89,11,12,34
90,11,12,34
92,11,12,34
93,11,12,34
94,11,11,34
97,11,11,34
98,11,10,34
99,11,11,34
100,11,11,34
100,11,11,34
100,11,11,34
99,11,11,34
98,11,10,34
98,11,10,33
97,11,11,33
97,11,11,33
97,11,11,33
97,11,10,33
97,11,10,33
97,11,10,33
98,11,10,33
100,11,10,36
105,11,10,38
116,12,10,38
122,12,10,39
133,13,10,42
155,15,10,44
167,17,10,45
177,19,11,46
185,21,11,47
190,22,11,48
195,23,11,44
169,24,12,39
144,23,12,36
128,21,12,35
116,18,13,34
109,16,13,36
110,14,13,36
112,13,13,36
114,13,13,36
114,12,13,35
112,12,13,34
108,12,13,34
105,12,13,34
104,12,13,33
101,12,13,33
99,12,13,33
97,12,13,33
96,11,12,33
95,11,12,33
94,11,12,34
97,12,12,35
101,12,12,35
103,12,12,35
105,13,12,35
107,13,12,36
108,13,12,36
110,14,12,36
111,14,12,36
113,14,12,37
116,14,12,37
121,14,13,38
128,15,13,40
140,15,13,40
147,16,13,41
154,17,13,41
150,18,13,35
132,18,13,33
120,17,13,33
109,14,13,33
105,13,14,34
106,13,13,35
109,12,13,35
108,12,13,34
106,12,13,34
102,12,13,33
99,12,13,33
97,12,13,33
95,12,13,33
93,12,13,33
93,12,13,33
93,12,13,33
93,12,13,33
93,12,13,33
93,12,12,33
93,11,12,33
93,11,13,33
92,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
91,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
92,11,12,33
93,11,12,33
93,11,12,33
93,11,12,33
94,11,12,34
97,11,12,35
102,11,12,36
107,12,12,39
126,12,12,47
165,14,12,49
196,18,12,50
205,21,12,52
208,25,12,54
210,26,13,55
207,27,13,47
177,27,14,41
149,25,14,39
130,23,15,35
116,21,15,34
107,18,15,36
107,16,15,37
108,15,15,37
110,14,15,36
111,13,14,35
109,13,14,34
105,13,14,34
101,13,14,33
97,13,14,33
94,12,14,33
91,12,14,34
94,12,14,35
98,13,13,36
103,13,13,37
111,13,13,38
118,14,13,38
123,14,13,38
130,15,13,40
139,15,12,41
150,16,12,42
157,17,12,42
162,18,12,42
167,18,12,42
170,19,12,43
173,20,12,44
179,20,12,45
182,21,12,45
183,22,12,45
185,22,12,45
176,23,12,40
158,22,12,38
143,21,12,37
130,20,12,37
125,18,12,37
122,17,12,37
121,16,12,37
120,15,12,37
121,15,11,37
122,15,11,37
122,15,11,37
122,14,11,36
122,14,11,36
121,15,11,36
121,15,11,36
121,14,11,36
121,14,10,36
121,14,10,36
121,14,10,36
121,14,10,36
120,14,10,36
120,14,10,36
120,14,10,36
120,14,10,36
119,14,10,36
119,14,10,36
119,14,10,36
118,14,11,36
118,14,11,36
117,14,11,36
117,14,11,36
117,15,11,36
117,14,11,36
116,14,11,36
116,14,12,36
116,14,12,36
116,15,12,36
116,15,12,36
116,15,13,36
115,15,13,36
116,15,13,36
115,15,14,36
115,15,14,36
115,15,14,36
115,15,15,36
115,15,15,36
116,15,16,36
118,15,16,36
118,15,16,36
118,16,17,36
117,16,17,36
116,16,17,36
115,16,17,36
115,16,18,36
114,16,18,36
114,17,18,36
114,17,18,36
108,17,18,33
97,17,18,33
91,16,18,33
87,14,18,33
85,14,18,34
85,14,18,34
84,14,18,33
82,14,18,33
81,15,18,36
88,15,18,38
99,16,18,38
106,16,18,38
113,16,18,38
118,17,18,38
123,17,18,39
129,17,18,39
133,18,18,40
141,18,18,41
146,19,18,41
149,19,19,41
151,20,19,41
153,20,19,42
154,21,19,42
155,21,19,41
146,21,19,35
125,21,19,35
112,19,19,34
104,18,19,34
99,16,19,35
98,16,20,36
97,16,19,35
93,16,19,34
87,15,20,33
84,15,19,33
81,15,19,33
79,15,19,33
78,14,19,33
76,14,19,33
75,14,19,33
74,14,19,33
73,14,19,33
73,14,19,33
72,14,19,33
71,14,19,33
71,14,19,33
70,14,19,33
70,14,19,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
70,14,18,33
71,14,18,33
71,14,18,33
72,14,17,33
72,14,17,33
72,13,17,33
72,14,17,33
73,13,17,33
73,13,17,33
73,13,17,33
74,13,17,33
74,13,17,33
74,13,16,33
75,13,16,33
75,13,16,33
76,13,16,33
76,13,15,33
77,13,15,33
78,12,14,33
80,12,14,33
81,12,14,33
83,12,13,34
87,12,13,34
89,12,13,34
90,12,12,33
90,12,12,33
89,11,12,33
89,11,12,33
90,11,12,33
90,11,12,33
91,11,12,33
91,11,12,33
93,11,12,34
96,11,12,34
100,11,11,36
104,12,11,36
108,12,11,36
112,12,11,37
116,13,11,37
119,13,11,38
124,14,11,38
127,14,11,38
131,15,11,38
135,15,11,40
143,16,11,40
147,16,11,40
155,16,11,42
160,17,11,42
165,18,11,42
167,18,11,42
170,19,11,43
173,19,11,43
174,20,11,43
174,21,12,44
175,21,12,44
175,21,12,44
175,22,12,44
176,22,13,44
176,22,13,44
177,22,13,44
177,22,14,44
176,22,14,44
176,22,15,44
176,22,15,44
176,22,15,44
174,22,15,44
173,22,16,44
173,22,16,44
173,22,16,44
173,22,17,44
172,22,17,44
172,22,17,44
172,22,18,44
172,22,18,44
171,22,18,44
171,23,18,44
171,23,19,44
171,23,19,44
172,23,19,44
172,23,19,44
173,21,20,44
175,20,20,43
177,19,20,43
178,18,21,39
155,19,21,34
134,19,21,34
118,19,21,33
107,18,21,33
98,17,21,33
94,17,21,34
89,16,21,34
85,16,21,33
80,16,21,33
77,16,21,33
74,15,21,33
72,15,21,33
70,15,20,33
68,16,21,33
67,16,20,33
66,15,20,33
65,15,20,33
64,15,20,33
64,15,20,33
64,15,20,33
64,15,20,33
64,15,20,33
65,15,20,33
65,15,20,33
66,15,20,33
67,15,20,33
67,15,20,33
68,15,20,33
68,15,19,33
68,15,19,33
73,15,19,37
85,15,19,38
94,16,19,38
102,17,19,38
107,17,19,38
113,17,19,38
118,17,19,38
122,17,19,39
128,18,19,40
132,18,19,40
137,18,19,41
144,18,19,41
148,18,19,41
154,16,20,41
160,16,20,41
162,16,20,41
165,17,20,41
166,17,20,41
168,17,20,41
169,17,20,41
170,17,20,41
171,17,21,41
172,17,21,41
173,17,21,41
173,18,21,41
172,18,21,41
172,18,22,41
172,18,22,41
163,18,22,35
142,18,22,34
124,19,22,34
111,19,22,34
102,18,22,34
95,17,22,34
90,17,22,34
85,17,22,34
82,17,22,33
77,16,22,33
74,16,22,33
71,16,22,33
69,16,22,33
68,16,21,33
67,16,21,33
66,16,21,33
65,16,21,33
65,16,20,33
65,15,20,33
65,15,19,33
65,15,19,33
65,15,18,33
66,14,19,33
67,14,18,33
68,14,17,33
69,13,17,33
70,13,16,33
73,13,16,33
75,13,16,33
76,13,16,33
77,13,16,33
78,13,16,33
78,13,16,33
78,13,16,33
78,13,17,33
77,13,16,33
78,13,16,35
84,13,16,35
89,14,16,36
93,14,16,36
97,14,16,36
100,14,16,36
103,14,16,36
107,15,16,36
111,15,16,38
117,15,16,38
123,15,16,41
139,16,16,43
151,17,16,43
161,18,16,44
171,19,16,44
177,21,16,45
181,21,16,46
185,22,17,46
188,23,17,46
189,24,17,47
191,24,17,47
191,24,18,47
191,24,18,47
190,25,18,47
190,25,19,47
184,25,19,42
165,24,20,39
145,23,20,35
123,22,20,34
108,20,20,34
99,18,20,35
98,17,20,36
98,17,20,36
97,17,20,34
90,16,20,33
86,16,20,33
81,16,20,33
78,15,20,33
76,15,20,33
75,15,20,33
73,15,20,33
72,15,20,33
71,15,20,33
70,15,20,33
69,15,20,33
68,15,20,33
67,15,19,33
66,15,19,33
66,15,19,33
66,15,19,33
66,15,19,33
66,15,19,33
66,15,19,33
67,14,19,33
67,14,19,33
68,14,19,33
69,14,19,33
70,14,19,33
70,14,18,33
71,14,18,33
71,14,18,33
71,14,18,33
71,14,18,33
71,14,17,33
72,14,17,33
72,14,17,33
72,13,16,33
73,13,16,33
73,13,16,33
74,13,15,33
75,13,15,33
76,12,15,33
77,12,15,33
79,12,14,33
80,12,14,33
81,12,14,33
82,12,13,33
83,12,14,33
83,12,13,33
84,12,13,33
85,12,13,33
85,12,13,33
86,12,13,33
86,12,13,33
86,12,14,33
86,12,14,33
86,12,14,33
86,12,14,33
85,12,14,33
85,12,13,33
85,12,13,33
86,12,13,33
86,12,13,33
86,12,13,33
87,12,13,33
88,12,12,33
89,12,13,33
90,12,13,34
91,12,13,34
92,12,12,34
93,11,12,34
93,11,12,34
93,12,12,34
93,12,12,34
94,12,12,34
94,12,12,34
95,11,12,34
95,11,12,34
95,11,12,34
95,12,12,34
95,12,11,34
95,12,11,36
99,12,11,36
104,12,11,36
109,13,11,37
113,13,11,37
117,14,11,37
121,14,11,37
124,15,11,38
128,15,11,38
131,15,11,38
133,15,11,38
135,16,11,38
136,16,11,38
138,16,11,38
139,16,12,38
140,16,12,38
141,16,12,39
143,17,12,39
145,17,12,39
146,17,12,39
146,17,12,39
147,18,12,39
148,18,13,40
148,18,13,40
148,18,13,40
148,18,13,40
148,19,14,40
147,19,14,40
147,19,14,40
147,19,15,40
147,19,15,40
148,19,15,40
147,19,15,40
147,19,16,40
147,19,16,40
147,19,16,40
146,19,16,40
146,19,16,40
145,19,17,40
145,19,17,42
162,20,17,49
201,21,17,63
235,24,17,71
243,28,18,75
240,29,18,74
239,30,19,72
231,31,20,65
214,30,20,53
196,29,21,47
176,27,21,43
155,26,22,39
136,24,22,37
122,21,22,37
115,19,22,38
114,19,22,37
110,18,22,36
104,18,22,35
98,18,22,34
91,17,22,34
86,17,22,34
81,17,22,33
77,17,22,33
74,16,22,33
72,16,22,33
70,16,22,33
68,16,22,33
67,16,22,33
66,16,22,33
65,16,22,33
64,16,22,33
63,16,22,33
63,16,22,33
63,16,22,33
62,16,22,33
62,16,22,33
62,16,22,33
62,16,22,33
63,16,21,33
63,16,21,33
63,16,21,33
63,16,21,33
63,16,21,33
63,16,21,33
64,16,21,33
64,16,21,33
64,16,21,33
64,16,21,33
65,16,21,33
65,16,21,33
66,16,21,33
67,16,21,33
67,16,21,33
67,16,21,33
68,16,21,33
68,16,21,33
68,16,21,33
68,16,21,33
68,16,21,33
68,16,20,33
69,16,20,33
69,15,20,33
69,15,20,33
69,15,20,33
69,15,20,33
69,15,20,33
69,15,20,33
69,15,20,33
69,15,20,33
69,15,20,33
69,15,20,33
69,15,20,33
70,15,20,33
70,15,20,33
70,15,19,33
70,15,19,33
70,14,19,33
71,14,19,33
71,14,19,33
71,14,18,33
72,14,18,33
72,14,17,33
73,14,17,33
73,13,16,33
74,13,16,33
74,13,15,33
76,12,15,33
77,12,14,33
79,12,14,34
83,12,14,34
85,12,13,34
89,12,13,34
90,12,13,34
90,12,13,33
89,12,13,33
89,12,13,33
89,12,13,33
89,12,13,33
89,12,13,33
91,11,12,34
92,11,12,34
93,11,12,34
94,11,12,34
95,11,12,34
96,11,12,34
96,11,12,34
97,11,12,34
96,11,12,34
96,11,12,34
96,11,12,34
96,11,12,34
96,11,12,34
95,12,12,34
95,12,11,35
99,12,12,36
106,12,12,38
113,12,12,38
124,13,12,42
144,14,12,47
181,17,12,52
